global_step,eval_loss,eval_accuracy
5,3.8771562576293945,0.00048508986928104576
10,3.6730968952178955,0.1552798202614379
15,3.643381118774414,0.16544117647058823
20,3.5174221992492676,0.2192095588235294
25,3.414961338043213,0.23649407679738563
30,3.403576135635376,0.2515063316993464
35,3.3995070457458496,0.25252757352941174
40,3.4091973304748535,0.24900428921568626
45,3.417462110519409,0.2388939950980392
50,3.370443105697632,0.25227226307189543
55,3.380685329437256,0.25153186274509803
60,3.4018263816833496,0.24933619281045752
65,3.386059045791626,0.25559129901960786
70,3.362499475479126,0.2603656045751634
75,3.3422515392303467,0.25949754901960786
80,3.3471744060516357,0.24834048202614378
85,3.358473539352417,0.23907271241830066
90,3.3618874549865723,0.23636642156862744
95,3.372161626815796,0.23445159313725492
100,3.386026620864868,0.2303155637254902
105,3.349128246307373,0.25283394607843135
110,3.2956559658050537,0.26733558006535946
115,3.239375591278076,0.3109426062091503
120,3.207444190979004,0.30358966503267976
125,3.089909076690674,0.3878421160130719
130,3.077854871749878,0.3938674428104575
135,3.0909807682037354,0.4007863562091503
140,3.1282050609588623,0.36859170751633985
145,3.1321542263031006,0.35858353758169936
150,3.088468313217163,0.37471915849673204
155,3.0506787300109863,0.4016799428104575
160,3.045273542404175,0.4039011437908497
165,3.043867826461792,0.4045904820261438
170,3.0383965969085693,0.40852226307189543
175,3.028538703918457,0.4203686683006536
180,3.0186150074005127,0.42687908496732024
185,3.0213279724121094,0.42154309640522875
190,3.028730630874634,0.4150326797385621
195,3.0349669456481934,0.41036049836601307
200,3.0372438430786133,0.4089307598039216
205,3.0348455905914307,0.41099877450980393
210,3.017977476119995,0.42358558006535946
215,2.995988368988037,0.4293045343137255
220,2.968151807785034,0.45253778594771243
225,2.9271039962768555,0.47970281862745096
230,2.9082863330841064,0.48465584150326796
235,2.8960235118865967,0.48751531862745096
240,2.8834967613220215,0.49203431372549017
245,2.879189968109131,0.4947916666666667
250,2.877929449081421,0.49456188725490197
255,2.879389762878418,0.49042585784313725
260,2.880666732788086,0.4901450163398693
265,2.880319118499756,0.4903237336601307
270,2.880185604095459,0.4906811683006536
275,2.879774808883667,0.4911917892156863
280,2.8789944648742676,0.49108966503267976
285,2.8782708644866943,0.49085988562091504
290,2.8778128623962402,0.49085988562091504
295,2.8778116703033447,0.49055351307189543
300,2.8776869773864746,0.490374795751634
305,2.8776230812072754,0.49029820261437906
