,#Entity,SMACT,SMOCC,GPUTL,MCUTL,DRAMA,NVLTX,NVLRX,PCITX,PCIRX
15,GPU 1,0.0,,0,0,,,,1115820.0,
23,GPU 1,0.0,,0,0,,,0.0,2607245.0,
31,GPU 1,0.0,,0,0,,,0.0,1559017.0,
39,GPU 1,0.0,,0,0,,,0.0,6672949.0,
47,GPU 1,0.0,,0,0,,,0.0,1897915.0,
55,GPU 1,0.0,,0,0,,,0.0,2039215.0,
65,GPU 1,0.0,,0,0,,,0.0,1272563.0,782313.0
69,GPU 1,0.0,0.0,0,0,0.0,0.0,0.0,1272563.0,782313.0
73,GPU 1,0.0,0.0,0,0,0.0,0.0,0.0,2122316.0,1687536.0
81,GPU 1,0.0,0.0,0,0,0.0,0.0,0.0,10723352.0,10212468.0
89,GPU 1,0.0,0.0,0,0,0.0,0.0,0.0,1548601.0,1100184.0
97,GPU 1,0.0,0.0,0,0,0.0,0.0,0.0,1246254.0,766524.0
105,GPU 1,0.0,0.0,0,0,0.0,0.0,0.0,1293098.0,813400.0
113,GPU 1,0.0,0.0,0,0,0.0,0.0,0.0,1173206.0,698709.0
123,GPU 1,0.0,0.0,0,0,0.0,0.0,0.0,1183773.0,709221.0
131,GPU 1,0.0,0.0,0,0,0.0,0.0,0.0,3618418.0,2831125.0
135,GPU 1,0.0,0.0,0,0,0.0,0.0,0.0,3618418.0,2831125.0
139,GPU 1,0.0,0.0,0,0,0.0,0.0,0.0,2142477.0,1668109.0
147,GPU 1,0.0,,0,0,,,0.0,5636477.0,
155,GPU 1,0.0,,0,0,,,0.0,1100345.0,641433.0
163,GPU 1,0.0,,0,0,,,0.0,1574622.0,1079294.0
171,GPU 1,0.0,,0,0,,,0.0,1240947.0,766467.0
181,GPU 1,0.0,0.0,0,0,0.0,0.0,0.0,1162764.0,745629.0
189,GPU 1,0.0,0.0,0,0,0.0,0.0,0.0,740431.0,693502.0
197,GPU 1,0.0,0.0,0,0,0.0,0.0,0.0,1235753.0,761266.0
205,GPU 1,0.0,0.0,0,0,0.0,0.0,0.0,1199026.0,719416.0
213,GPU 1,0.0,0.0,0,0,0.0,0.0,0.0,1694601.0,1110615.0
221,GPU 1,0.0,0.0,0,0,0.0,0.0,0.0,3447278.0,2628484.0
229,GPU 1,0.0,0.0,0,0,0.0,0.0,0.0,2346933.0,1413375.0
239,GPU 1,0.0,0.0,0,0,0.0,0.0,0.0,3039374.0,2392920.0
247,GPU 1,0.0,,0,0,,,0.0,5468756.0,4626258.0
255,GPU 1,0.0,,0,0,,,0.0,2758983.0,2196775.0
263,GPU 1,0.0,0.0,0,0,0.0,0.0,0.0,1449385.0,959305.0
267,GPU 1,0.0,0.0,0,0,0.0,0.0,0.0,1449385.0,959305.0
271,GPU 1,0.0,0.0,0,0,0.0,0.0,0.0,995919.0,500566.0
279,GPU 1,0.0,0.0,0,0,0.0,0.0,0.0,1194163.0,719627.0
287,GPU 1,0.0,0.0,0,0,0.0,0.0,0.0,1757110.0,1173144.0
297,GPU 1,0.0,0.0,0,0,0.0,0.0,0.0,1204166.0,724584.0
