,#Entity,SMACT,SMOCC,GPUTL,MCUTL,DRAMA,NVLTX,NVLRX,PCITX,PCIRX
9,GPU 3,0.0,,0,0,,,,,1861462.0
21,GPU 3,0.0,,0,0,,0.0,,,5203630.0
29,GPU 3,0.0,,0,0,0.0,0.0,,,1079347.0
37,GPU 3,0.0,,0,0,,0.0,,,740390.0
45,GPU 3,0.0,0.0,0,0,0.0,0.0,,1183385.0,703775.0
53,GPU 3,0.0,,0,0,0.0,0.0,,,729986.0
63,GPU 3,0.0,0.0,0,0,0.0,0.0,,1783614.0,1272520.0
71,GPU 3,0.0,0.0,0,0,0.0,0.0,0.0,1220407.0,735373.0
79,GPU 3,0.0,0.0,0,0,0.0,0.0,0.0,1211836.0,746532.0
87,GPU 3,0.0,0.0,0,0,0.0,0.0,0.0,1350262.0,766365.0
95,GPU 3,0.0,0.0,0,0,0.0,0.0,0.0,1235755.0,756052.0
103,GPU 3,0.0,0.0,0,0,0.0,0.0,0.0,1235834.0,756101.0
107,GPU 3,0.0,0.0,0,0,0.0,0.0,0.0,1235834.0,2148161.0
121,GPU 3,0.0,,0,0,,0.0,,,1329631.0
129,GPU 3,0.0,,0,0,,,,,5251277.0
137,GPU 3,0.0,,0,0,,0.0,,,1053230.0
145,GPU 3,0.0,,0,0,0.0,0.0,,,1131181.0
153,GPU 3,0.0,,0,0,0.0,0.0,,,1673750.0
161,GPU 3,0.0,,0,0,0.0,0.0,,,1788728.0
169,GPU 3,0.0,,0,0,0.0,0.0,,,2017785.0
179,GPU 3,0.0,,0,0,0.0,0.0,,,1715446.0
187,GPU 3,0.0,,0,0,0.0,0.0,,,1783247.0
195,GPU 3,0.0,,0,0,0.0,0.0,,,1778105.0
203,GPU 3,0.0,,0,0,,,,,1731049.0
211,GPU 3,0.0,,0,0,,,,,1777691.0
215,GPU 3,0.0,0.0,0,0,0.0,0.0,0.0,2257302.0,3506362.0
227,GPU 3,0.0,,0,0,,,,,1168148.0
237,GPU 3,0.0,,0,0,,0.0,,,5330033.0
245,GPU 3,0.0,,0,0,,0.0,,,672607.0
253,GPU 3,0.0,,0,0,,0.0,,,938414.0
261,GPU 3,0.0,,0,0,,0.0,,,683050.0
273,GPU 3,0.0,0.0,0,0,0.0,0.0,0.0,1183809.0,704027.0
281,GPU 3,0.0,0.0,0,0,0.0,0.0,0.0,823877.0,333722.0
289,GPU 3,0.0,0.0,0,0,0.0,0.0,0.0,1194188.0,714427.0
299,GPU 3,0.0,0.0,0,0,0.0,0.0,0.0,2789443.0,2195057.0
311,GPU 3,0.0,,0,0,,,,,1016477.0
319,GPU 3,0.0,,0,0,,,,,2820822.0
327,GPU 3,0.0,,0,0,,,,,2607411.0
339,GPU 3,0.0,0.0,0,0,0.0,0.0,0.0,1527712.0,1048021.0
347,GPU 3,0.0,0.0,0,0,0.0,0.0,0.0,1183611.0,703909.0
357,GPU 3,0.0,0.0,0,0,0.0,0.0,0.0,1173216.0,693501.0
365,GPU 3,0.0,0.0,0,0,0.0,0.0,0.0,1188808.0,709113.0
373,GPU 3,0.0,0.0,0,0,0.0,0.0,0.0,1193807.0,714199.0
381,GPU 3,0.0,0.0,0,0,0.0,0.0,0.0,1157553.0,677846.0
389,GPU 3,0.0,0.0,0,0,0.0,0.0,0.0,1157804.0,677993.0
397,GPU 3,0.0,0.0,0,0,0.0,0.0,0.0,1674153.0,1152610.0
405,GPU 3,0.0,0.0,0,0,0.0,0.0,0.0,1152297.0,677822.0
415,GPU 3,0.0,0.0,0,0,0.0,0.0,0.0,1574480.0,990567.0
423,GPU 3,0.0,0.0,0,0,0.0,0.0,0.0,2356779.0,1814511.0
431,GPU 3,0.0,0.0,0,0,0.0,0.0,0.0,1887597.0,1366161.0
439,GPU 3,0.0,0.0,0,0,0.0,0.0,0.0,6277710.0,5276613.0
447,GPU 3,0.0,0.0,0,0,0.0,,0.0,1579942.0,1089795.0
455,GPU 3,0.0,0.0,0,0,0.0,,0.0,1183753.0,703994.0
463,GPU 3,0.0,0.0,0,0,0.0,,0.0,1178373.0,703895.0
