,#Entity,SMACT,SMOCC,GPUTL,MCUTL,DRAMA,NVLTX,NVLRX,PCITX,PCIRX
2669,GPU 1,0.386,0.187,100,9,0.077,0.0,0.0,39860161.0,94326169.0
2675,GPU 1,0.386,,100,12,,,,,
2679,GPU 1,0.404,0.22,100,12,0.077,0.0,0.0,42936961.0,91250765.0
2683,GPU 1,0.404,,100,12,,,,,
2687,GPU 1,0.35,0.183,100,12,0.096,0.0,0.0,36350003.0,187087183.0
2691,GPU 1,0.35,0.233,100,10,,,,,
2695,GPU 1,0.429,,100,10,0.082,0.0,0.0,48420352.0,100625823.0
2699,GPU 1,0.429,0.204,100,10,,,,,
2703,GPU 1,0.396,,100,10,0.076,0.0,0.0,35022009.0,84321501.0
2707,GPU 1,0.396,0.212,100,10,,,,,
2711,GPU 1,0.413,,100,10,0.08,0.0,0.0,40861310.0,94020078.0
2715,GPU 1,0.413,0.219,100,10,,,,,
2719,GPU 1,0.4,,100,10,0.079,0.0,0.0,36735939.0,84391123.0
2723,GPU 1,0.4,0.189,100,10,,,,,
2727,GPU 1,0.39,,100,10,0.078,0.0,0.0,37896050.0,93717104.0
2733,GPU 1,0.39,0.217,100,10,,,,,
2737,GPU 1,0.397,,100,10,0.074,0.0,0.0,48706341.0,97938647.0
2741,GPU 1,0.397,0.34,100,26,,,,,
