,#Entity,SMACT,SMOCC,GPUTL,MCUTL,DRAMA,NVLTX,NVLRX,PCITX,PCIRX
10,GPU 2,0.0,0.0,0,0,0.0,0.0,,995874.0,411906.0
14,GPU 2,0.0,0.0,0,0,0.0,0.0,0.0,995874.0,411906.0
18,GPU 2,0.0,,0,0,,,,,
26,GPU 2,0.0,,0,0,,,,,
34,GPU 2,0.0,0.0,0,0,0.0,,,2836405.0,
42,GPU 2,0.0,0.0,0,0,0.0,,,5016008.0,
50,GPU 2,0.0,0.0,0,0,0.0,,,1898024.0,
58,GPU 2,0.0,0.0,0,0,0.0,,,1194024.0,719543.0
72,GPU 2,0.0,0.0,0,0,0.0,0.0,0.0,1120824.0,682921.0
76,GPU 2,0.0,0.0,0,0,0.0,0.0,0.0,3284852.0,2607025.0
84,GPU 2,0.0,0.0,0,0,0.0,0.0,0.0,1315615.0,852809.0
92,GPU 2,0.0,0.0,0,0,0.0,0.0,0.0,1934803.0,1345496.0
100,GPU 2,0.0,0.0,0,0,0.0,0.0,0.0,1141900.0,662198.0
108,GPU 2,0.0,0.0,0,0,0.0,0.0,0.0,1136505.0,656879.0
116,GPU 2,0.0,0.0,0,0,0.0,0.0,0.0,1981400.0,1407837.0
122,GPU 2,0.0,0.0,0,0,0.0,0.0,0.0,1287961.0,797806.0
130,GPU 2,0.0,0.0,0,0,0.0,0.0,0.0,3884488.0,3196229.0
134,GPU 2,0.0,0.0,0,0,0.0,0.0,0.0,3884488.0,3196229.0
138,GPU 2,0.0,0.0,0,0,0.0,0.0,0.0,2372871.0,1982596.0
146,GPU 2,0.0,0.0,0,0,0.0,,,13186401.0,
154,GPU 2,0.0,0.0,0,0,0.0,,,1491212.0,1006307.0
162,GPU 2,0.0,0.0,0,0,0.0,,,1179770.0,709905.0
170,GPU 2,0.0,0.0,0,0,0.0,,,1340041.0,756054.0
180,GPU 2,0.0,0.0,0,0,0.0,0.0,0.0,1162957.0,688387.0
188,GPU 2,0.0,0.0,0,0,0.0,0.0,0.0,1105358.0,620460.0
196,GPU 2,0.0,0.0,0,0,0.0,0.0,0.0,1199254.0,724766.0
204,GPU 2,0.0,0.0,0,0,0.0,0.0,0.0,1199267.0,719560.0
212,GPU 2,0.0,0.0,0,0,0.0,0.0,0.0,1100263.0,620527.0
220,GPU 2,0.0,0.0,0,0,0.0,0.0,0.0,3571679.0,2747847.0
228,GPU 2,0.0,0.0,0,0,0.0,0.0,0.0,1209490.0,755931.0
238,GPU 2,0.0,0.0,0,0,0.0,0.0,0.0,1209704.0,735208.0
246,GPU 2,0.0,0.0,0,0,0.0,,,3120120.0,2505472.0
254,GPU 2,0.0,0.0,0,0,0.0,,,7525878.0,6451498.0
262,GPU 2,0.0,0.0,0,0,0.0,0.0,0.0,1225324.0,761265.0
266,GPU 2,0.0,0.0,0,0,0.0,0.0,0.0,1225324.0,761265.0
270,GPU 2,0.0,0.0,0,0,0.0,0.0,0.0,1459737.0,964469.0
278,GPU 2,0.0,0.0,0,0,0.0,0.0,0.0,1121031.0,620477.0
286,GPU 2,0.0,0.0,0,0,0.0,0.0,0.0,1214963.0,735235.0
296,GPU 2,0.0,0.0,0,0,0.0,0.0,0.0,1214888.0,729976.0
304,GPU 2,0.0,0.0,0,0,0.0,0.0,0.0,1736373.0,1225368.0
312,GPU 2,0.0,0.0,0,0,0.0,0.0,0.0,823924.0,359815.0
320,GPU 2,0.0,0.0,0,0,0.0,0.0,0.0,1251394.0,776907.0
