#Entity   SMACT        SMOCC        GPUTL             MCUTL             DRAMA        NVLTX                       NVLRX                       PCITX                       PCIRX                       
ID                                                                                                                                                                                                   
GPU 3     N/A          0.444        100               27                0.216        0                           0                           5668738                     N/A                         
GPU 2     0.103        0.032        100               0                 0.000        N/A                         N/A                         1162678                     N/A                         
GPU 1     N/A          0.032        100               0                 0.000        0                           N/A                         N/A                         714168                      
GPU 0     N/A          0.032        100               0                 0.000        0                           N/A                         N/A                         1407978                     
GPU 3     0.779        N/A          100               27                N/A          N/A                         N/A                         N/A                         22285309                    
GPU 2     N/A          N/A          100               0                 N/A          0                           0                           N/A                         683008                      
GPU 1     0.103        N/A          100               0                 N/A          N/A                         0                           1193947                     N/A                         
GPU 0     0.103        N/A          100               0                 N/A          N/A                         0                           1882149                     N/A                         
GPU 3     N/A          0.438        100               27                0.214        0                           0                           5702708                     N/A                         
GPU 2     0.103        0.032        100               0                 0.000        N/A                         N/A                         1162705                     N/A                         
GPU 1     N/A          0.032        100               0                 0.000        0                           N/A                         N/A                         709069                      
GPU 0     N/A          0.032        100               0                 0.000        0                           N/A                         N/A                         1402488                     
GPU 3     0.789        N/A          100               28                N/A          N/A                         N/A                         N/A                         25266751                    
GPU 2     N/A          N/A          100               0                 N/A          0                           0                           N/A                         683024                      
GPU 1     0.103        N/A          100               0                 N/A          N/A                         0                           1246379                     N/A                         
GPU 0     0.103        N/A          100               0                 N/A          N/A                         0                           1766549                     N/A                         
GPU 3     N/A          0.447        100               28                0.213        0                           0                           6784925                     N/A                         
GPU 2     0.103        0.032        100               0                 0.000        N/A                         N/A                         1167166                     N/A                         
GPU 1     N/A          0.032        100               0                 0.000        0                           N/A                         N/A                         766601                      
GPU 0     N/A          0.032        100               0                 0.000        0                           N/A                         N/A                         1296831                     
GPU 3     0.780        N/A          100               28                N/A          N/A                         N/A                         N/A                         24758521                    
GPU 2     N/A          N/A          100               0                 N/A          0                           0                           N/A                         687794                      
GPU 1     0.103        N/A          100               0                 N/A          N/A                         0                           1188932                     N/A                         
GPU 0     0.103        N/A          100               0                 N/A          N/A                         0                           1951972                     N/A                         
GPU 3     N/A          0.440        100               28                0.214        771219889                   31227                       6287217                     N/A                         
GPU 2     0.458        0.248        100               0                 0.109        N/A                         N/A                         3453643                     N/A                         
GPU 1     N/A          0.032        100               0                 0.000        0                           N/A                         N/A                         714402                      
GPU 0     N/A          0.032        100               0                 0.000        0                           N/A                         N/A                         1377254                     
GPU 3     0.779        N/A          100               27                N/A          N/A                         N/A                         N/A                         23640642                    
GPU 2     N/A          N/A          100               22                N/A          26006                       770713762                   N/A                         11630039                    
GPU 1     0.103        N/A          100               0                 N/A          N/A                         0                           1663195                     N/A                         
GPU 0     0.103        N/A          100               0                 N/A          N/A                         0                           1861396                     N/A                         
GPU 3     N/A          0.436        100               27                0.214        N/A                         0                           5723031                     N/A                         
GPU 2     0.774        0.434        100               22                0.212        N/A                         N/A                         5654296                     22127770                    
GPU 1     N/A          0.032        100               0                 0.000        0                           N/A                         N/A                         N/A                         
GPU 0     N/A          0.032        100               0                 0.000        0                           N/A                         N/A                         1381708                     
GPU 3     0.770        N/A          100               27                N/A          0                           N/A                         N/A                         23915513                    
GPU 2     N/A          N/A          100               22                N/A          0                           0                           N/A                         N/A                         
GPU 1     0.103        N/A          100               0                 N/A          N/A                         0                           1199000                     719400                      
GPU 0     0.103        N/A          100               0                 N/A          N/A                         0                           1913368                     N/A                         
GPU 3     N/A          0.431        100               27                0.212        N/A                         0                           5849128                     N/A                         
GPU 2     0.781        0.441        100               22                0.213        N/A                         N/A                         5671370                     22211998                    
GPU 1     N/A          0.032        100               0                 0.000        0                           N/A                         N/A                         N/A                         
GPU 0     N/A          0.032        100               0                 0.000        0                           N/A                         N/A                         1438936                     
GPU 3     0.793        N/A          100               27                N/A          0                           N/A                         N/A                         23610124                    
GPU 2     N/A          N/A          100               27                N/A          0                           0                           N/A                         N/A                         
GPU 1     0.103        N/A          100               0                 N/A          N/A                         0                           1219991                     740336                      
GPU 0     0.103        N/A          100               0                 N/A          N/A                         0                           1788403                     N/A                         
GPU 3     N/A          0.446        100               27                0.214        N/A                         0                           5813703                     N/A                         
GPU 2     0.795        0.450        100               27                0.216        N/A                         N/A                         5735597                     22447942                    
GPU 1     N/A          0.032        100               0                 0.000        0                           N/A                         N/A                         N/A                         
GPU 0     N/A          0.032        100               0                 0.000        0                           N/A                         N/A                         1308714                     
GPU 3     0.775        N/A          100               27                N/A          0                           N/A                         N/A                         26419269                    
GPU 2     N/A          N/A          100               27                N/A          0                           0                           N/A                         N/A                         
GPU 1     0.103        N/A          100               0                 N/A          N/A                         0                           1814520                     1303534                     
GPU 0     0.103        N/A          100               0                 N/A          N/A                         0                           2476900                     N/A                         
#Entity   SMACT        SMOCC        GPUTL             MCUTL             DRAMA        NVLTX                       NVLRX                       PCITX                       PCIRX                       
ID                                                                                                                                                                                                   
GPU 3     N/A          0.434        100               27                N/A          N/A                         0                           7517889                     N/A                         
GPU 2     0.795        0.449        100               27                0.217        N/A                         N/A                         7277818                     25644160                    
GPU 1     N/A          0.032        100               0                 0.000        0                           N/A                         N/A                         N/A                         
GPU 0     N/A          0.032        100               0                 N/A          N/A                         N/A                         N/A                         1955447                     
GPU 3     0.616        N/A          90                24                0.168        771519153                   N/A                         N/A                         260762279                   
GPU 2     N/A          N/A          100               27                N/A          0                           0                           N/A                         N/A                         
GPU 1     0.103        N/A          100               10                N/A          N/A                         0                           1156837                     677427                      
GPU 0     0.103        N/A          100               0                 0.000        0                           0                           1626710                     N/A                         
GPU 3     N/A          0.342        90                24                N/A          N/A                         15620                       20322181                    N/A                         
GPU 2     0.771        0.432        100               27                0.212        N/A                         N/A                         6775161                     24998367                    
GPU 1     N/A          0.032        100               10                0.000        0                           N/A                         N/A                         N/A                         
GPU 0     N/A          0.032        100               0                 N/A          N/A                         N/A                         N/A                         1152253                     
GPU 3     0.020        N/A          90                24                0.001        0                           N/A                         N/A                         1873532655                  
GPU 2     N/A          N/A          100               27                N/A          771072678                   771083085                   N/A                         N/A                         
GPU 1     0.569        N/A          100               10                N/A          N/A                         769767769                   6701583                     17507237                    
GPU 0     0.103        N/A          100               0                 0.000        0                           0                           4487937                     N/A                         
GPU 3     N/A          0.007        65                24                N/A          N/A                         0                           144505554                   N/A                         
GPU 2     0.776        0.435        100               27                0.213        N/A                         N/A                         8987314                     26946332                    
GPU 1     0.786        0.316        100               10                0.144        15585                       0                           11947039                    28148620                    
GPU 0     N/A          0.032        100               0                 N/A          N/A                         N/A                         N/A                         3784253                     
GPU 3     0.102        N/A          65                0                 0.000        0                           N/A                         N/A                         5229301                     
GPU 2     N/A          N/A          100               27                N/A          0                           5204                        N/A                         N/A                         
GPU 1     N/A          0.442        100               28                0.216        0                           N/A                         N/A                         N/A                         
GPU 0     0.103        N/A          100               0                 0.000        0                           0                           6903079                     N/A                         
GPU 3     N/A          0.032        65                0                 N/A          N/A                         0                           6230323                     N/A                         
GPU 2     0.793        0.448        100               27                0.216        N/A                         N/A                         11251202                    28843897                    
GPU 1     N/A          N/A          100               28                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          0.032        100               0                 N/A          N/A                         N/A                         N/A                         5943739                     
GPU 3     0.103        N/A          65                0                 0.000        0                           N/A                         N/A                         1110646                     
GPU 2     N/A          N/A          100               27                N/A          0                           0                           N/A                         N/A                         
GPU 1     0.773        N/A          100               28                N/A          N/A                         0                           5561049                     21979138                    
GPU 0     0.103        N/A          100               0                 0.000        0                           0                           1527901                     N/A                         
GPU 3     N/A          0.032        100               0                 N/A          N/A                         0                           1595576                     N/A                         
GPU 2     0.770        0.427        100               27                0.213        N/A                         N/A                         6229843                     24123079                    
GPU 1     N/A          0.434        100               28                0.212        0                           N/A                         N/A                         N/A                         
GPU 0     N/A          0.032        100               0                 N/A          N/A                         N/A                         N/A                         1053365                     
GPU 3     0.103        N/A          100               0                 0.000        0                           N/A                         N/A                         735123                      
GPU 2     N/A          N/A          100               27                N/A          0                           0                           N/A                         N/A                         
GPU 1     0.791        N/A          100               28                N/A          N/A                         0                           6176629                     22846774                    
GPU 0     0.103        N/A          100               0                 0.000        0                           0                           1611811                     N/A                         
GPU 3     N/A          0.032        100               0                 N/A          N/A                         0                           1204351                     N/A                         
GPU 2     0.778        0.436        100               27                0.213        N/A                         N/A                         6212512                     25068764                    
GPU 1     N/A          0.448        100               28                0.215        0                           N/A                         N/A                         N/A                         
GPU 0     N/A          0.032        100               0                 N/A          N/A                         N/A                         N/A                         1135364                     
GPU 3     0.103        N/A          100               0                 0.000        0                           N/A                         N/A                         724536                      
GPU 2     N/A          N/A          100               27                N/A          0                           0                           N/A                         N/A                         
GPU 1     0.797        N/A          100               28                N/A          N/A                         0                           6852215                     25672411                    
GPU 0     0.103        N/A          100               0                 0.000        0                           0                           2153101                     N/A                         
GPU 3     N/A          N/A          100               0                 N/A          N/A                         0                           N/A                         N/A                         
GPU 2     0.794        0.449        100               27                0.217        0                           N/A                         7051451                     26872590                    
GPU 1     N/A          N/A          100               28                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     0.103        0.032        100               0                 0.000        0                           N/A                         1209587                     729923                      
GPU 2     N/A          N/A          56                14                N/A          N/A                         0                           N/A                         N/A                         
GPU 1     0.776        0.433        100               28                0.214        770448775                   770453974                   6967023                     25310051                    
GPU 0     0.333        0.171        100               0                 0.070        31272                       772294777                   2678973                     7656442                     
#Entity   SMACT        SMOCC        GPUTL             MCUTL             DRAMA        NVLTX                       NVLRX                       PCITX                       PCIRX                       
ID                                                                                                                                                                                                   
GPU 3     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     0.065        0.030        56                14                0.018        771672219                   20830                       129504283                   1648690351                  
GPU 1     N/A          N/A          100               28                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          100               19                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     0.103        0.032        100               0                 0.000        0                           0                           1215034                     740492                      
GPU 2     N/A          N/A          56                14                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.771        0.432        100               28                0.212        0                           0                           5842931                     24146276                    
GPU 0     0.777        0.437        100               19                0.214        0                           0                           5651275                     21892187                    
GPU 3     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     0.079        0.025        56                0                 0.000        0                           0                           28844171                    463768821                   
GPU 1     N/A          N/A          100               28                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          100               19                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     0.103        0.032        100               0                 0.000        0                           0                           1204416                     724735                      
GPU 2     N/A          N/A          94                0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.793        0.446        100               27                0.215        0                           0                           5864053                     24106043                    
GPU 0     0.786        0.445        100               27                0.214        0                           0                           5580788                     21849854                    
GPU 3     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     0.103        0.032        94                0                 0.000        0                           0                           1167869                     688208                      
GPU 1     N/A          N/A          100               27                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          100               27                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     0.103        0.032        100               0                 0.000        0                           0                           2236753                     1616302                     
GPU 2     N/A          N/A          94                0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.775        0.434        100               27                0.214        0                           0                           5811246                     23905708                    
GPU 0     0.796        0.451        100               27                0.216        0                           0                           5560067                     21907084                    
GPU 3     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     0.103        0.032        94                0                 0.000        0                           0                           1772972                     1261939                     
GPU 1     N/A          N/A          100               27                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          100               27                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     0.103        0.032        100               0                 0.000        0                           0                           2043810                     1501574                     
GPU 2     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.775        0.433        100               25                0.213        0                           0                           8051881                     27168607                    
GPU 0     0.787        0.442        100               28                0.216        0                           0                           7845732                     25211369                    
GPU 3     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     0.103        0.032        100               0                 0.000        0                           0                           2001999                     1459791                     
GPU 1     N/A          N/A          97                25                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          100               28                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     0.103        0.032        100               0                 0.000        0                           0                           1214850                     740380                      
GPU 2     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.718        0.400        97                25                0.195        340694557                   0                           6628197                     24901228                    
GPU 0     0.779        0.438        100               28                0.214        0                           341092950                   6604518                     24664156                    
GPU 3     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     0.102        0.032        100               0                 0.000        0                           0                           1600595                     1021878                     
GPU 1     N/A          N/A          97                25                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          100               28                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     0.103        0.032        100               0                 0.000        0                           0                           1303462                     808146                      
GPU 2     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.040        0.013        73                0                 0.001        430319836                   20828                       156627630                   2108802554                  
GPU 0     0.781        0.438        100               27                0.214        26027                       430166943                   5705159                     23570220                    
GPU 3     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     0.102        0.032        100               0                 0.000        0                           0                           1175145                     696767                      
GPU 1     N/A          N/A          73                0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          100               27                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     0.103        0.032        100               0                 0.000        0                           0                           1459579                     980003                      
GPU 2     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.103        0.032        73                0                 0.000        0                           0                           1162636                     682983                      
GPU 0     0.791        0.445        100               27                0.217        0                           0                           5737085                     23623906                    
#Entity   SMACT        SMOCC        GPUTL             MCUTL             DRAMA        NVLTX                       NVLRX                       PCITX                       PCIRX                       
ID                                                                                                                                                                                                   
GPU 3     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     0.102        0.032        100               0                 0.000        0                           0                           1423374                     938488                      
GPU 1     N/A          N/A          73                0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          100               27                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     0.103        0.032        100               0                 0.000        0                           0                           2914514                     2340996                     
GPU 2     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.103        0.032        100               0                 0.000        0                           0                           3520031                     2857744                     
GPU 0     0.768        0.427        100               28                0.212        0                           0                           8798099                     26160305                    
GPU 3     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         5616649                     
GPU 2     0.102        0.032        100               0                 0.000        0                           0                           3096851                     2502505                     
GPU 1     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          100               28                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     0.103        0.032        100               0                 0.000        0                           0                           6612730                     N/A                         
GPU 2     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.103        0.032        100               0                 0.000        0                           0                           6177975                     5233408                     
GPU 0     0.784        0.441        100               28                0.214        0                           0                           12312036                    29867993                    
GPU 3     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         1032501                     
GPU 2     0.102        0.032        100               0                 0.000        0                           0                           6291748                     5296119                     
GPU 1     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          100               28                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     0.103        0.032        100               0                 0.000        0                           0                           1517464                     N/A                         
GPU 2     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.103        0.032        100               0                 0.000        0                           0                           1616224                     1032298                     
GPU 0     0.787        0.442        61                16                0.216        0                           0                           6673356                     25121385                    
GPU 3     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         693427                      
GPU 2     0.102        0.032        100               0                 0.000        0                           0                           1553719                     1063620                     
GPU 1     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          61                16                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     0.103        0.032        100               0                 0.000        0                           0                           1173091                     N/A                         
GPU 2     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.103        0.032        100               0                 0.000        0                           0                           1230263                     750669                      
GPU 0     0.193        0.105        61                16                0.054        0                           0                           122558273                   1645038855                  
GPU 3     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         693355                      
GPU 2     0.102        0.032        100               0                 0.000        0                           0                           1204666                     724885                      
GPU 1     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          61                16                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     0.103        0.032        100               0                 0.000        0                           0                           1167755                     N/A                         
GPU 2     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.103        0.032        100               7                 0.000        0                           0                           1225242                     750786                      
GPU 0     0.637        0.372        87                27                0.158        0                           0                           40361164                    487887755                   
GPU 3     N/A          0.032        100               0                 0.000        0                           0                           1167755                     N/A                         
GPU 2     0.102        0.032        100               0                 0.000        N/A                         N/A                         1220250                     740494                      
GPU 1     N/A          0.032        100               7                 0.000        0                           N/A                         N/A                         N/A                         
GPU 0     N/A          0.372        87                27                0.158        0                           N/A                         N/A                         487887755                   
GPU 3     0.103        0.032        100               0                 0.000        N/A                         0                           1689315                     1100140                     
GPU 2     N/A          N/A          100               0                 N/A          0                           0                           N/A                         N/A                         
GPU 1     0.418        0.227        100               7                 0.088        15635                       772302007                   3820387                     12055329                    
GPU 0     0.978        N/A          87                27                N/A          N/A                         25545                       7418290                     N/A                         
GPU 3     N/A          N/A          100               0                 N/A          0                           N/A                         N/A                         N/A                         
GPU 2     0.102        0.032        100               10                0.000        N/A                         N/A                         1355078                     875588                      
GPU 1     N/A          N/A          100               7                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          0.571        87                27                0.240        757038606                   N/A                         N/A                         28871047                    
GPU 3     0.103        0.032        100               0                 0.000        N/A                         0                           4828113                     3920887                     
GPU 2     N/A          N/A          100               10                N/A          0                           0                           N/A                         N/A                         
