Iteration,Iter Time (s)
1865,0.2725
1866,0.2725
1867,0.2725
1868,0.2729
1869,0.2728
1870,0.2723
1871,0.2462
1872,0.2440
1873,0.2634
1874,0.2702
1875,0.2749
1876,0.2662
1877,0.2643
1878,0.2676
1879,0.2670
1880,0.2749
1881,0.2478
1882,0.2473
1883,0.2690
1884,0.2703
1885,0.2704
1886,0.2750
1887,0.2751
1888,0.2786
1889,0.2776
1890,0.2731
1891,0.2479
1892,0.2438
1893,0.2666
