Line_Number,Loss
5281,2.3799
5283,2.4386
5285,2.3325
5287,2.3643
5289,2.377
5291,2.3494
5293,2.408
5295,2.4754
5297,2.4186
5299,2.4495
5310,2.3772
5312,2.2979
5314,2.3921
5316,2.3194
5318,2.2695
5320,2.3785
5322,2.3524
5324,2.371
5326,2.3391
5328,2.3687
5339,2.5063
5341,2.3488
5343,2.274
5345,2.3948
5347,2.3349
5349,2.3751
5351,2.3066
5353,2.437
5355,2.357
5357,2.4575
5368,2.3721
5370,2.3447
5372,2.3107
5374,2.3386
5376,2.4532
5378,2.306
5380,2.2855
5382,2.3852
5384,2.3931
5386,2.3765
5397,2.441
5399,2.429
5401,2.401
5403,2.3208
5405,2.3295
5407,2.3936
5409,2.3397
5411,2.3584
5413,2.3792
5415,2.4787
5426,2.3152
5428,2.3158
5430,2.319
5432,2.3925
5434,2.4335
5436,2.205
5438,2.3377
5440,2.3739
5442,2.3055
5444,2.432
5455,2.377
5457,2.3518
5459,2.319
5461,2.3567
5463,2.3772
5465,2.349
5467,2.3871
5469,2.3251
5471,2.3402
5473,2.3679
5484,2.3838
5486,2.4184
5488,2.273
5490,2.4063
5492,2.2495
5494,2.3712
5496,2.3156
5498,2.4179
5500,2.2938
5502,2.255
5513,2.3045
5515,2.3383
5517,2.4719
