#Entity   SMACT        SMOCC        GPUTL             MCUTL             DRAMA        NVLTX                       NVLRX                       PCITX                       PCIRX                       
ID                                                                                                                                                                                                   
GPU 0     0.775        0.418        93                23                0.172        0                           0                           15366104                    113418719                   
GPU 3     N/A          N/A          89                23                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     0.682        0.375        93                22                0.174        8460420368                  8460357911                  12860985                    93097710                    
GPU 1     0.682        0.379        92                22                0.170        7446016863                  7958284255                  12855668                    92772383                    
GPU 0     N/A          N/A          93                22                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     0.753        0.436        89                23                0.201        8460683425                  8460678221                  14677888                    107414034                   
GPU 2     N/A          N/A          93                22                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     N/A          N/A          92                22                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     0.670        0.368        93                22                0.168        8435764562                  8435816458                  12434346                    89578150                    
GPU 3     N/A          N/A          89                23                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     0.781        0.427        93                22                0.168        0                           0                           14774482                    109720572                   
GPU 1     0.782        0.442        92                22                0.172        0                           0                           14885590                    109353637                   
GPU 0     N/A          N/A          93                22                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     0.779        0.427        92                22                0.168        0                           0                           14805356                    109864486                   
GPU 2     N/A          N/A          92                21                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     N/A          N/A          92                22                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     0.797        0.454        93                22                0.175        0                           0                           14983969                    109577108                   
GPU 3     N/A          N/A          92                22                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     0.750        0.408        92                21                0.166        0                           0                           14822367                    109629288                   
GPU 1     0.788        0.424        94                22                0.173        0                           0                           15799722                    115469118                   
GPU 0     N/A          N/A          94                22                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     0.750        0.409        92                22                0.168        0                           0                           14403534                    108947546                   
GPU 2     N/A          N/A          92                21                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     N/A          N/A          94                22                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     0.774        0.417        94                22                0.170        0                           0                           15536757                    114165012                   
#Entity   SMACT        SMOCC        GPUTL             MCUTL             DRAMA        NVLTX                       NVLRX                       PCITX                       PCIRX                       
ID                                                                                                                                                                                                   
GPU 3     N/A          N/A          92                22                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     0.740        0.424        92                21                0.195        8459476767                  8459403908                  14394768                    105265000                   
GPU 1     0.709        0.400        94                22                0.188        8441974207                  8441984593                  13965213                    100992020                   
GPU 0     N/A          N/A          94                22                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     0.735        0.423        90                23                0.195        8464797441                  8464781819                  14060113                    105075912                   
GPU 2     N/A          N/A          92                23                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     N/A          N/A          94                22                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     0.726        0.405        94                22                0.190        8427044673                  8427122437                  14116781                    102223540                   
GPU 3     N/A          N/A          90                23                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     0.768        0.426        92                23                0.166        0                           0                           14455164                    106564572                   
GPU 1     0.781        0.444        89                23                0.171        0                           0                           14442574                    106823005                   
GPU 0     N/A          N/A          90                23                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     0.740        0.412        90                23                0.161        0                           0                           13886603                    102236017                   
GPU 2     N/A          N/A          92                23                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     N/A          N/A          89                23                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     0.766        0.435        90                23                0.168        0                           0                           14331703                    106323777                   
GPU 3     N/A          0.412        90                23                0.161        0                           0                           13886603                    N/A                         
GPU 2     0.772        0.418        92                23                0.171        N/A                         N/A                         15242659                    N/A                         
GPU 1     0.760        N/A          89                23                N/A          N/A                         N/A                         17506525                    N/A                         
GPU 0     0.771        0.435        90                23                0.168        0                           0                           18039295                    106323777                   
GPU 3     0.742        N/A          91                23                N/A          N/A                         N/A                         N/A                         216612591                   
GPU 2     N/A          N/A          91                23                N/A          0                           0                           N/A                         111763882                   
GPU 1     N/A          0.411        89                23                0.167        0                           N/A                         N/A                         114773679                   
GPU 0     N/A          0.420        90                23                0.170        0                           N/A                         N/A                         115183971                   
GPU 3     N/A          0.412        91                23                0.357        8339025591                  8339035851                  31437143                    N/A                         
GPU 2     0.699        0.398        91                23                0.186        N/A                         N/A                         16260332                    N/A                         
GPU 1     0.739        N/A          93                23                N/A          N/A                         N/A                         19046113                    N/A                         
GPU 0     0.724        N/A          90                23                N/A          N/A                         8461302182                  20092516                    N/A                         
GPU 3     0.765        N/A          91                23                N/A          N/A                         N/A                         N/A                         103950082                   
GPU 2     N/A          N/A          91                23                N/A          8382946743                  8382874543                  N/A                         102796451                   
GPU 1     N/A          0.411        93                23                0.193        8463503441                  N/A                         N/A                         107695410                   
GPU 0     N/A          0.401        93                23                0.187        8461250129                  N/A                         N/A                         106479925                   
GPU 3     N/A          0.432        91                23                0.163        0                           0                           15509135                    N/A                         
GPU 2     0.784        0.440        91                23                0.168        N/A                         N/A                         20361403                    N/A                         
GPU 1     0.774        N/A          93                23                N/A          N/A                         0                           16572092                    N/A                         
GPU 0     0.773        N/A          93                23                N/A          N/A                         0                           14851809                    N/A                         
GPU 3     0.765        N/A          92                22                N/A          0                           N/A                         N/A                         112930876                   
GPU 2     N/A          N/A          93                22                N/A          0                           0                           N/A                         N/A                         
GPU 1     N/A          0.438        93                23                0.170        0                           N/A                         N/A                         N/A                         
GPU 0     N/A          0.433        93                23                0.170        0                           N/A                         N/A                         109031103                   
GPU 3     N/A          0.413        92                22                0.165        N/A                         0                           19231480                    N/A                         
GPU 2     0.783        0.423        93                22                0.173        N/A                         N/A                         15452660                    113898967                   
GPU 1     0.762        N/A          94                23                N/A          N/A                         0                           15677463                    112239812                   
GPU 0     0.760        N/A          93                22                N/A          N/A                         0                           15681008                    N/A                         
GPU 3     0.718        N/A          92                22                N/A          N/A                         N/A                         N/A                         106855701                   
GPU 2     N/A          N/A          93                22                N/A          0                           0                           N/A                         113898967                   
GPU 1     N/A          0.415        94                22                0.167        0                           N/A                         N/A                         112239812                   
GPU 0     N/A          0.418        93                22                0.167        0                           N/A                         N/A                         110511298                   
GPU 3     N/A          0.407        92                22                0.194        8453566863                  8453556462                  14831968                    N/A                         
GPU 2     0.689        0.387        93                22                0.185        N/A                         N/A                         14168548                    N/A                         
GPU 1     0.729        N/A          94                22                N/A          N/A                         8462059526                  14331612                    N/A                         
GPU 0     0.725        N/A          93                22                N/A          N/A                         8464249321                  14100894                    N/A                         
GPU 3     0.783        N/A          91                23                N/A          N/A                         N/A                         N/A                         105155813                   
GPU 2     N/A          N/A          91                23                N/A          8451806985                  8451744591                  N/A                         101311621                   
GPU 1     N/A          0.405        94                22                0.190        8462049115                  N/A                         N/A                         102622255                   
GPU 0     N/A          0.405        93                22                0.191        8464176421                  N/A                         N/A                         103345809                   
#Entity   SMACT        SMOCC        GPUTL             MCUTL             DRAMA        NVLTX                       NVLRX                       PCITX                       PCIRX                       
ID                                                                                                                                                                                                   
GPU 3     N/A          0.444        91                23                0.169        0                           0                           14516091                    N/A                         
GPU 2     0.795        0.452        91                23                0.172        N/A                         N/A                         14446367                    N/A                         
GPU 1     0.761        N/A          92                23                N/A          N/A                         0                           14997470                    N/A                         
GPU 0     0.755        N/A          91                23                N/A          N/A                         0                           15968582                    N/A                         
GPU 3     N/A          N/A          91                23                N/A          N/A                         N/A                         N/A                         112542057                   
GPU 2     0.795        0.452        91                23                0.172        0                           0                           14446367                    105733902                   
GPU 1     N/A          0.425        92                23                0.167        0                           0                           14997470                    107668408                   
GPU 0     0.755        0.416        91                23                0.165        0                           0                           15968582                    109145548                   
GPU 3     N/A          N/A          91                23                N/A          N/A                         N/A                         N/A                         112542057                   
GPU 2     0.795        0.452        91                23                0.172        0                           0                           14446367                    105733902                   
GPU 1     N/A          0.425        92                23                0.167        0                           0                           14997470                    107668408                   
GPU 0     0.755        0.416        91                23                0.165        0                           0                           15968582                    109145548                   
GPU 3     N/A          N/A          92                23                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     0.764        0.412        91                23                0.169        0                           0                           14857926                    111889817                   
GPU 1     0.773        0.427        92                23                0.169        0                           0                           15635862                    111522633                   
GPU 0     0.767        0.431        91                23                0.169        0                           0                           15899057                    109434871                   
GPU 3     0.726        0.407        92                23                0.194        8445144814                  8445155205                  13991154                    106250684                   
GPU 2     N/A          N/A          91                23                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     N/A          N/A          93                23                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          92                23                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          92                23                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     0.731        0.410        91                23                0.196        8458265587                  8458213553                  14158579                    107086939                   
GPU 1     0.738        0.413        93                23                0.195        8459414317                  8459403908                  14951616                    106003993                   
GPU 0     0.751        0.419        92                23                0.198        8453927937                  8453990347                  15560796                    109882522                   
GPU 3     0.782        0.444        92                23                0.169        0                           0                           15167459                    105516381                   
GPU 2     N/A          N/A          91                23                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     N/A          N/A          93                23                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          92                23                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          94                22                N/A          0                           N/A                         N/A                         N/A                         
GPU 2     0.773        0.439        93                22                0.167        0                           0                           14988407                    N/A                         
GPU 1     0.748        0.415        93                23                0.164        0                           0                           15007878                    N/A                         
GPU 0     0.752        0.413        91                23                0.165        0                           0                           14894725                    107429179                   
GPU 3     0.767        0.415        94                22                0.168        N/A                         0                           15148699                    112782324                   
GPU 2     N/A          N/A          93                22                N/A          N/A                         N/A                         N/A                         112115923                   
GPU 1     N/A          N/A          89                21                N/A          N/A                         N/A                         N/A                         106087306                   
GPU 0     N/A          N/A          91                21                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          94                22                N/A          8463084156                  N/A                         N/A                         N/A                         
GPU 2     0.766        0.417        93                22                0.169        0                           0                           14991821                    N/A                         
GPU 1     0.747        0.418        89                21                0.165        0                           0                           14768619                    N/A                         
GPU 0     0.767        0.433        91                21                0.169        0                           0                           15013020                    107600256                   
GPU 3     0.725        0.394        94                22                0.172        N/A                         8463078950                  14468581                    105424364                   
GPU 2     N/A          N/A          93                22                N/A          N/A                         N/A                         N/A                         106163581                   
GPU 1     N/A          N/A          89                21                N/A          N/A                         N/A                         N/A                         109937271                   
GPU 0     N/A          N/A          91                21                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          92                23                N/A          0                           N/A                         N/A                         N/A                         
GPU 2     0.729        0.394        91                23                0.170        8460167396                  8460089327                  14510445                    N/A                         
GPU 1     0.753        0.421        89                21                0.199        8460142224                  8460131815                  15291185                    N/A                         
GPU 0     0.744        0.412        93                21                0.194        8445872215                  8445934565                  14849761                    107460733                   
GPU 3     0.779        0.449        92                23                0.184        N/A                         0                           14022076                    103354473                   
GPU 2     N/A          N/A          91                23                N/A          N/A                         N/A                         N/A                         106217070                   
GPU 1     N/A          N/A          92                23                N/A          N/A                         N/A                         N/A                         109992647                   
GPU 0     N/A          N/A          93                23                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          92                23                0.168        0                           N/A                         N/A                         N/A                         
GPU 2     0.782        0.452        91                23                0.192        0                           0                           14311166                    N/A                         
GPU 1     0.749        0.410        92                23                0.164        0                           0                           17733359                    N/A                         
GPU 0     0.766        0.416        93                23                N/A          0                           0                           17886916                    112480287                   
#Entity   SMACT        SMOCC        GPUTL             MCUTL             DRAMA        NVLTX                       NVLRX                       PCITX                       PCIRX                       
ID                                                                                                                                                                                                   
GPU 3     0.758        0.416        92                23                0.168        1023368898                  0                           17383501                    112334572                   
GPU 2     N/A          N/A          91                23                N/A          N/A                         N/A                         N/A                         114189693                   
GPU 1     N/A          N/A          92                23                N/A          N/A                         N/A                         N/A                         106944863                   
GPU 0     N/A          N/A          93                23                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     0.746        0.403        93                23                0.168        N/A                         511694858                   14365702                    106373860                   
GPU 2     N/A          N/A          93                23                N/A          0                           0                           N/A                         N/A                         
GPU 1     0.762        0.431        90                23                0.167        0                           0                           14516177                    N/A                         
GPU 0     0.778        0.443        92                23                0.171        0                           0                           14864211                    107371699                   
GPU 3     N/A          N/A          93                23                N/A          7382951630                  N/A                         N/A                         N/A                         
GPU 2     0.742        0.400        93                23                0.165        N/A                         N/A                         14356781                    105464733                   
GPU 1     N/A          N/A          90                23                N/A          N/A                         N/A                         N/A                         107959907                   
GPU 0     0.722        0.401        92                23                0.189        8454409152                  8454487169                  16908818                    107288558                   
GPU 3     0.751        0.432        93                23                0.190        N/A                         7890892237                  15929495                    105714392                   
GPU 2     N/A          N/A          93                23                N/A          510267849                   15571                       N/A                         N/A                         
GPU 1     0.729        0.410        90                23                0.195        8450766371                  8450797565                  16334875                    N/A                         
GPU 0     N/A          N/A          92                23                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          93                22                0.169        0                           N/A                         N/A                         N/A                         
GPU 2     0.755        0.433        93                22                0.189        N/A                         N/A                         16658531                    105282940                   
GPU 1     N/A          N/A          90                23                N/A          N/A                         0                           N/A                         110741214                   
GPU 0     0.783        0.422        92                23                N/A          0                           0                           21182250                    117113453                   
GPU 3     0.774        0.427        93                22                N/A          N/A                         0                           15372285                    111481580                   
GPU 2     N/A          N/A          93                22                N/A          7792054932                  8293550714                  N/A                         N/A                         
GPU 1     0.750        0.404        90                21                0.164        0                           N/A                         16880552                    N/A                         
GPU 0     N/A          N/A          91                21                0.167        N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          93                22                0.171        0                           N/A                         N/A                         N/A                         
GPU 2     0.778        0.429        93                22                0.170        N/A                         N/A                         20842942                    116994289                   
GPU 1     N/A          N/A          90                21                N/A          N/A                         0                           N/A                         110631897                   
GPU 0     0.759        0.430        91                21                N/A          0                           0                           14237382                    105179640                   
GPU 3     0.765        0.415        93                22                N/A          N/A                         511387783                   20308813                    115922540                   
GPU 2     N/A          N/A          93                22                N/A          0                           0                           N/A                         N/A                         
GPU 1     0.771        0.437        90                21                0.169        0                           N/A                         19037307                    N/A                         
GPU 0     N/A          N/A          91                21                0.188        N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          93                23                0.184        8462478926                  N/A                         N/A                         N/A                         
GPU 2     0.768        0.416        93                23                0.174        N/A                         N/A                         15373617                    111470434                   
GPU 1     N/A          N/A          90                21                N/A          N/A                         8464789627                  N/A                         108227451                   
GPU 0     0.719        0.404        91                21                N/A          8438576470                  8438633575                  14696731                    104221679                   
GPU 3     0.721        0.406        93                23                N/A          N/A                         7950690420                  13426333                    98643724                    
GPU 2     N/A          N/A          93                23                N/A          0                           0                           N/A                         N/A                         
GPU 1     0.731        0.413        91                23                0.195        8464810457                  N/A                         15575629                    N/A                         
GPU 0     N/A          N/A          93                23                0.172        N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          93                23                0.171        0                           N/A                         N/A                         N/A                         
GPU 2     0.716        0.403        93                23                0.181        N/A                         N/A                         13376232                    97882364                    
GPU 1     N/A          N/A          91                23                N/A          N/A                         0                           N/A                         110987112                   
GPU 0     0.790        0.424        93                23                N/A          0                           0                           15553409                    112766121                   
GPU 3     0.775        N/A          92                23                N/A          N/A                         0                           N/A                         109571477                   
GPU 2     N/A          N/A          93                23                N/A          N/A                         8463640614                  N/A                         N/A                         
GPU 1     0.772        N/A          91                23                N/A          N/A                         N/A                         15801007                    N/A                         
GPU 0     N/A          0.423        93                23                0.167        0                           N/A                         N/A                         106234857                   
GPU 3     N/A          0.414        92                22                0.169        0                           0                           14877488                    N/A                         
GPU 2     0.778        0.436        92                22                0.170        0                           0                           14784630                    109775884                   
