,#Entity,SMACT,SMOCC,GPUTL,MCUTL,DRAMA,NVLTX,NVLRX,PCITX,PCIRX
1242,GPU 0,0.757,,93,23,,,0.0,15874346.0,
1246,GPU 0,0.757,0.418,93,23,0.17,0.0,,,117570026.0
1250,GPU 0,0.766,,93,23,,,0.0,16636908.0,
1254,GPU 0,0.766,0.417,93,23,0.175,0.0,,,123312824.0
1258,GPU 0,0.736,,92,22,0.191,0.0,0.0,18236260.0,
1262,GPU 0,0.736,0.428,92,22,,,,,162289189.0
1266,GPU 0,0.762,,92,22,0.17,0.0,0.0,18507117.0,
1270,GPU 0,0.762,0.426,92,22,0.17,0.0,,,118945324.0
1274,GPU 0,0.773,,92,24,,,0.0,21719613.0,
1278,GPU 0,0.773,0.42,92,24,0.174,0.0,,,126164252.0
1284,GPU 0,0.735,,92,24,,,0.0,18664551.0,
1288,GPU 0,0.735,0.424,92,24,0.195,0.0,,,148936561.0
1292,GPU 0,0.77,,94,22,,,0.0,15560351.0,
1296,GPU 0,0.77,0.437,94,22,0.173,0.0,,,114275551.0
1300,GPU 0,0.773,,94,22,,,0.0,16266537.0,
1304,GPU 0,0.773,0.419,94,22,0.174,0.0,,,122043275.0
1308,GPU 0,0.728,,91,23,,,0.0,19719543.0,
1312,GPU 0,0.728,0.414,91,23,0.192,0.0,,,168529493.0
1316,GPU 0,0.782,,91,23,,,0.0,15480697.0,
1320,GPU 0,0.782,0.446,91,23,0.175,0.0,,,114104447.0
1324,GPU 0,0.758,,93,24,,,0.0,16050194.0,
1328,GPU 0,0.758,0.413,93,24,0.169,0.0,,,120160408.0
1332,GPU 0,0.762,,93,24,,,0.0,18293424.0,
1336,GPU 0,0.762,0.429,93,24,0.199,0.0,,,154031257.0
1342,GPU 0,0.759,,93,22,,,,15620237.0,
1346,GPU 0,0.759,0.422,94,22,0.172,0.0,0.0,15620237.0,118419576.0
1350,GPU 0,0.764,,94,22,,,,15866216.0,
1354,GPU 0,0.764,,94,22,,,0.0,,
