,#Entity,SMACT,SMOCC,GPUTL,MCUTL,DRAMA,NVLTX,NVLRX,PCITX,PCIRX
5355,GPU 1,0.244,0.069,100,0,0.0,0.0,,,39025920.0
5359,GPU 1,0.242,,100,0,,,0.0,18956212.0,
5363,GPU 1,0.242,0.069,100,0,0.0,0.0,,,38152179.0
5367,GPU 1,0.242,,100,0,,,0.0,17132012.0,
5371,GPU 1,0.242,0.069,100,0,0.0,0.0,,,36541691.0
5375,GPU 1,0.243,,100,0,,,0.0,16694965.0,
5379,GPU 1,0.243,0.069,100,0,0.0,0.0,,,36095109.0
5383,GPU 1,0.242,,100,0,,,0.0,16596185.0,
5387,GPU 1,0.242,0.069,100,0,0.0,0.0,,,35887165.0
5391,GPU 1,0.243,,100,0,,,0.0,16622327.0,
5395,GPU 1,0.243,0.069,100,0,0.0,0.0,,,35904641.0
5401,GPU 1,0.242,,100,0,,,0.0,16700661.0,
5405,GPU 1,0.242,0.069,100,0,0.0,0.0,,,
5409,GPU 1,0.242,,100,0,,,0.0,16512141.0,35953519.0
5413,GPU 1,0.242,0.069,100,0,0.0,0.0,,,
5417,GPU 1,0.244,,100,0,,,0.0,17642588.0,36922224.0
5421,GPU 1,0.244,0.069,100,0,0.0,0.0,,,
5425,GPU 1,0.242,,100,0,,,0.0,17981873.0,37350578.0
5429,GPU 1,0.242,0.069,100,0,0.0,0.0,,,
5433,GPU 1,0.242,,100,0,,,,,
5437,GPU 1,0.242,0.069,100,0,0.0,0.0,0.0,17482694.0,36909647.0
5441,GPU 1,0.244,0.069,100,0,0.0,0.0,0.0,25172092.0,44456281.0
5445,GPU 1,0.244,,100,0,,,,,
5449,GPU 1,0.35,,100,0,,,2645571736.0,23985511.0,
5453,GPU 1,0.35,0.13,100,0,0.042,78111.0,,,45429788.0
5459,GPU 1,0.457,,100,8,,,0.0,35660497.0,
5463,GPU 1,0.457,0.184,100,8,0.072,0.0,0.0,,56975713.0
5467,GPU 1,0.45,,100,8,,,0.0,34255432.0,
5471,GPU 1,0.45,0.178,100,8,0.072,0.0,,,54332791.0
5475,GPU 1,0.427,,100,9,,,0.0,29188139.0,53857395.0
5479,GPU 1,0.427,0.175,100,9,0.07,0.0,,,
5483,GPU 1,0.451,,100,9,,,0.0,35497697.0,56853528.0
5487,GPU 1,0.451,0.182,100,9,0.07,0.0,,,
5491,GPU 1,0.444,,100,9,,,0.0,32655414.0,53536365.0
5495,GPU 1,0.444,0.18,100,9,0.066,0.0,,,
5499,GPU 1,0.444,,100,9,,,,,
5503,GPU 1,0.449,0.178,100,9,0.077,0.0,681361038.0,27228450.0,49788869.0
5507,GPU 1,0.429,0.173,100,9,0.065,2643712681.0,1961639659.0,30321410.0,53420215.0
5511,GPU 1,0.429,,100,9,,,,,
5517,GPU 1,0.488,0.197,100,9,0.082,0.0,0.0,27236734.0,49369836.0
5521,GPU 1,0.488,,100,10,,,,,
5525,GPU 1,0.479,0.189,100,10,0.077,0.0,0.0,24919193.0,44980549.0
5529,GPU 1,0.479,,100,10,,,,,
5533,GPU 1,0.47,0.192,100,10,0.078,0.0,0.0,27007614.0,51860863.0
5537,GPU 1,0.47,,100,10,,,,,
5541,GPU 1,0.474,0.193,100,10,0.077,0.0,0.0,30224401.0,53465528.0
5545,GPU 1,0.474,,100,10,,,,,
5549,GPU 1,0.494,,100,10,,,0.0,30723599.0,53703810.0
5553,GPU 1,0.494,0.2,100,10,0.082,0.0,,,
5557,GPU 1,0.487,,100,10,,,,29141932.0,
5561,GPU 1,0.487,0.199,100,10,0.079,0.0,,,49023957.0
5565,GPU 1,0.267,,100,10,,,83306.0,148911185.0,
5569,GPU 1,0.267,0.076,100,0,0.004,2645188522.0,,,
5575,GPU 1,0.243,,100,0,,,0.0,20794550.0,39608666.0
5579,GPU 1,0.243,0.069,100,0,0.001,0.0,,,
5583,GPU 1,0.246,,100,0,,,2644362965.0,17410993.0,37398501.0
5587,GPU 1,0.246,0.071,100,5,0.005,83281.0,,,
5591,GPU 1,0.427,,100,5,,,682734595.0,25121141.0,50247491.0
5595,GPU 1,0.427,0.168,100,5,0.068,0.0,,,
5599,GPU 1,0.428,,100,9,,,0.0,25419707.0,48213197.0
5603,GPU 1,0.428,0.173,100,9,0.07,0.0,,,
5607,GPU 1,0.439,,100,9,,,1960263299.0,25318713.0,52275421.0
5611,GPU 1,0.439,,100,9,,,,,
5615,GPU 1,0.456,0.181,100,6,0.075,0.0,0.0,23933538.0,48059503.0
5619,GPU 1,0.456,,100,6,,,,,
5623,GPU 1,0.313,,100,6,,,83222.0,18803056.0,40238019.0
5627,GPU 1,0.313,0.108,100,6,0.026,2642513362.0,,,
5633,GPU 1,0.243,,100,6,,,,,
5637,GPU 1,0.243,,100,0,,,,,
5641,GPU 1,0.243,0.069,100,0,0.0,0.0,0.0,16726547.0,36090562.0
5645,GPU 1,0.243,,100,0,,,,,
5649,GPU 1,0.242,0.069,100,0,0.0,0.0,0.0,16129124.0,35406920.0
5653,GPU 1,0.243,0.069,100,0,0.0,0.0,0.0,17122465.0,35406920.0
5657,GPU 1,0.243,0.069,100,0,0.0,0.0,0.0,,36522714.0
5661,GPU 1,0.242,,100,0,,,,19426139.0,
5665,GPU 1,0.242,0.069,100,0,0.0,0.0,0.0,,38638633.0
5669,GPU 1,0.242,,100,0,,,0.0,22173329.0,
5673,GPU 1,0.242,0.069,100,0,0.0,0.0,,,41078515.0
5677,GPU 1,0.244,,100,0,,,0.0,16880859.0,
5681,GPU 1,0.244,0.069,100,0,0.0,0.0,,,36180717.0
5685,GPU 1,0.242,,100,0,,,0.0,18309703.0,
5691,GPU 1,0.242,0.069,100,0,0.0,0.0,,,
5695,GPU 1,0.242,,100,0,,,0.0,16935134.0,36351378.0
5699,GPU 1,0.242,0.069,100,0,0.0,0.0,,,
5703,GPU 1,0.243,,100,0,,,0.0,16856943.0,36241906.0
5707,GPU 1,0.243,0.069,100,0,0.0,0.0,,,
5711,GPU 1,0.242,,100,0,,,0.0,16653690.0,35918805.0
5715,GPU 1,0.242,0.069,100,0,0.0,0.0,,,
5719,GPU 1,0.243,,100,0,,,0.0,16861613.0,36272015.0
5723,GPU 1,0.243,0.069,100,0,0.0,0.0,,,
5727,GPU 1,0.243,,100,0,,,0.0,16848214.0,36223921.0
5731,GPU 1,0.243,,100,0,,,,,
5735,GPU 1,0.242,0.069,100,0,0.0,0.0,0.0,16528087.0,35808250.0
5739,GPU 1,0.242,,100,0,,,,,
5743,GPU 1,0.243,0.069,100,0,0.0,0.0,0.0,16933364.0,36353556.0
5749,GPU 1,0.243,,100,0,,,,,
5753,GPU 1,0.242,0.069,100,0,0.0,0.0,0.0,16751106.0,36135050.0
5757,GPU 1,0.242,0.069,100,0,0.0,0.0,,,36135050.0
5761,GPU 1,0.263,,100,0,,,,17229759.0,
5765,GPU 1,0.263,,100,6,,,,,36773496.0
5769,GPU 1,0.446,0.181,100,6,0.073,0.0,0.0,31716184.0,
5773,GPU 1,0.446,,100,6,,,0.0,,51903945.0
5777,GPU 1,0.441,0.176,100,6,0.071,0.0,,31939275.0,
5781,GPU 1,0.441,,100,9,,,0.0,,56702880.0
5785,GPU 1,0.453,0.185,100,9,0.072,0.0,,33306151.0,53318966.0
5789,GPU 1,0.453,,100,9,,,0.0,,
5793,GPU 1,0.444,0.179,100,9,0.065,0.0,,32642999.0,53210848.0
5797,GPU 1,0.444,,100,9,,,0.0,,
5801,GPU 1,0.45,0.179,100,9,0.078,0.0,,28171933.0,50985472.0
5807,GPU 1,0.45,,100,9,,,0.0,,
5811,GPU 1,0.449,0.186,100,9,0.073,0.0,,27920774.0,50268851.0
5815,GPU 1,0.449,,100,9,,,2645300248.0,,
5819,GPU 1,0.449,0.181,100,9,0.072,2645305455.0,,29350455.0,50094151.0
5823,GPU 1,0.449,,100,9,,,0.0,,
5827,GPU 1,0.479,0.189,100,10,0.077,0.0,,28159709.0,49148182.0
5831,GPU 1,0.479,,100,10,,,0.0,,
5835,GPU 1,0.47,0.192,100,10,0.078,0.0,,29406559.0,54735674.0
5839,GPU 1,0.47,,100,10,,,5208.0,,
5843,GPU 1,0.474,0.192,100,10,0.077,0.0,,29177213.0,52047106.0
5847,GPU 1,0.474,,100,10,,,0.0,,
5851,GPU 1,0.494,0.2,100,10,0.082,0.0,,31109378.0,54007963.0
5855,GPU 1,0.494,,100,10,,,0.0,,51891090.0
5859,GPU 1,0.485,0.197,100,10,0.078,0.0,,29991238.0,
5865,GPU 1,0.485,,100,10,,,0.0,,46132309.0
5869,GPU 1,0.465,0.188,100,10,0.075,0.0,,24162311.0,
5873,GPU 1,0.465,,100,10,,,83329.0,154106647.0,2286522872.0
5877,GPU 1,0.346,0.118,100,1,0.031,2645868950.0,,,
5881,GPU 1,0.346,,100,1,,,0.0,19229435.0,38438025.0
5885,GPU 1,0.243,0.069,100,1,0.001,0.0,,,
5889,GPU 1,0.243,,100,3,,,0.0,21987833.0,40911960.0
5893,GPU 1,0.242,0.069,100,3,0.001,0.0,,,
5897,GPU 1,0.242,,100,3,,,3327727862.0,23529599.0,44794233.0
5901,GPU 1,0.345,0.12,100,3,0.04,83309.0,,,
5905,GPU 1,0.345,,100,9,,,0.0,21036724.0,39542793.0
5909,GPU 1,0.393,0.147,100,9,0.055,0.0,,,
