#Entity   SMACT        SMOCC        GPUTL             MCUTL             DRAMA        NVLTX                       NVLRX                       PCITX                       PCIRX                       
ID                                                                                                                                                                                                   
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           1152610                     672791                      
GPU 0     0.736        0.422        93                24                0.194        0                           0                           19308799                    172811149                   
GPU 3     0.000        0.000        0                 0                 0.000        0                           0                           1168226                     688419                      
GPU 2     0.000        0.000        0                 0                 0.000        0                           0                           1188835                     703915                      
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          93                24                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           1152313                     672617                      
GPU 0     0.772        0.440        94                22                0.172        0                           0                           15452491                    113439219                   
GPU 3     0.000        0.000        0                 0                 0.000        0                           0                           1157806                     677994                      
GPU 2     0.000        0.000        0                 0                 0.000        0                           0                           3483785                     2727574                     
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          94                22                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           2992489                     2325174                     
GPU 0     0.772        0.419        94                22                0.174        0                           0                           18591576                    123640486                   
GPU 3     0.000        0.000        0                 0                 0.000        0                           0                           2700873                     2116900                     
GPU 2     0.000        0.000        0                 0                 0.000        0                           0                           4812242                     4004119                     
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          94                22                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           4004522                     3201532                     
GPU 0     0.739        0.419        92                23                0.195        0                           0                           21358398                    155505591                   
GPU 3     0.000        0.000        0                 0                 0.000        0                           0                           4306248                     3446041                     
GPU 2     0.000        0.000        0                 0                 0.000        0                           0                           4197148                     3373360                     
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          92                23                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           3994311                     3170419                     
GPU 0     0.785        0.447        92                23                0.175        0                           0                           18779404                    117183901                   
GPU 3     0.000        0.000        0                 0                 0.000        0                           0                           3670761                     2846925                     
GPU 2     0.000        0.000        0                 0                 0.000        0                           0                           1230385                     750743                      
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          92                23                N/A          N/A                         N/A                         N/A                         N/A                         
#Entity   SMACT        SMOCC        GPUTL             MCUTL             DRAMA        NVLTX                       NVLRX                       PCITX                       PCIRX                       
ID                                                                                                                                                                                                   
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           1162771                     677848                      
GPU 0     0.747        0.410        92                23                0.169        0                           0                           15567379                    116833439                   
GPU 3     0.000        0.000        0                 0                 0.000        0                           0                           1199312                     719587                      
GPU 2     0.000        0.000        0                 0                 0.000        0                           0                           3279493                     2674690                     
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          92                23                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           3769947                     2987800                     
GPU 0     0.755        0.425        92                23                0.197        0                           0                           21769524                    164580309                   
GPU 3     0.000        0.000        0                 0                 0.000        0                           0                           3211826                     2627857                     
GPU 2     0.000        0.000        0                 0                 0.000        0                           0                           6439747                     5443802                     
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          92                23                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     0.000        0.000        0                 0                 0.000        0                           0                           6449964                     5454052                     
GPU 2     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           6163827                     5214743                     
GPU 0     0.751        0.425        93                22                0.170        0                           0                           21569615                    121066822                   
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     0.000        0.000        0                 0                 0.000        0                           0                           1543348                     1058445                     
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          93                22                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           1048055                     583991                      
GPU 0     0.761        0.423        93                22                0.170        0                           0                           15516680                    116484446                   
GPU 3     0.000        0.000        0                 0                 0.000        0                           0                           1606113                     1121150                     
GPU 2     0.000        0.000        0                 0                 0.000        0                           0                           1204480                     724774                      
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          93                22                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         1256568                     
GPU 2     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           1548218                     1047784                     
GPU 0     0.760        0.429        92                24                0.199        0                           0                           18511623                    151783862                   
GPU 3     0.000        0.000        0                 0                 0.000        0                           0                           1840533                     N/A                         
GPU 2     0.000        0.000        0                 0                 0.000        0                           0                           1215037                     735280                      
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          92                24                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         719368                      
GPU 2     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           1162769                     683061                      
GPU 0     0.751        0.419        92                24                0.169        0                           0                           15837142                    116915226                   
GPU 3     0.000        0.000        0                 0                 0.000        0                           0                           1198947                     N/A                         
GPU 2     0.000        0.000        0                 0                 0.000        0                           0                           1214885                     735188                      
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          92                24                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         729982                      
GPU 2     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           1162976                     688398                      
GPU 0     0.769        0.434        93                24                0.173        0                           0                           15607329                    115097549                   
GPU 3     0.000        0.000        0                 0                 0.000        0                           0                           1209685                     N/A                         
GPU 2     0.000        0.000        0                 0                 0.000        0                           0                           1386590                     802762                      
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          93                24                N/A          N/A                         N/A                         N/A                         N/A                         
#Entity   SMACT        SMOCC        GPUTL             MCUTL             DRAMA        NVLTX                       NVLRX                       PCITX                       PCIRX                       
ID                                                                                                                                                                                                   
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         724873                      
GPU 2     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           1157531                     672619                      
GPU 0     0.759        0.427        93                24                0.198        0                           0                           19484144                    174456750                   
GPU 3     0.000        0.000        0                 0                 0.000        0                           0                           1204645                     N/A                         
GPU 2     0.000        0.000        0                 0                 0.000        0                           0                           1178409                     698702                      
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          93                24                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         724731                      
GPU 2     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           1156913                     682683                      
GPU 0     0.753        0.415        92                22                0.170        0                           0                           16053439                    118883916                   
GPU 3     0.000        0.000        0                 0                 0.000        0                           0                           1204410                     N/A                         
GPU 2     0.000        0.000        0                 0                 0.000        0                           0                           3848602                     3181093                     
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          92                22                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         3076284                     
GPU 2     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           4072346                     3357991                     
GPU 0     0.772        0.439        92                22                0.173        0                           0                           19223020                    116752805                   
GPU 3     0.000        0.000        0                 0                 0.000        0                           0                           3717611                     N/A                         
GPU 2     0.000        0.000        0                 0                 0.000        0                           0                           1480755                     1016715                     
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          92                22                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         1011567                     
GPU 2     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           1652968                     1204528                     
GPU 0     0.754        0.425        92                23                0.197        0                           0                           18510271                    153587900                   
GPU 3     0.000        0.000        0                 0                 0.000        0                           0                           1480851                     N/A                         
GPU 2     0.000        0.000        0                 0                 0.000        0                           0                           1188827                     714339                      
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          92                23                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         724787                      
GPU 2     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           1579893                     1001120                     
GPU 0     0.757        0.413        92                23                0.172        0                           0                           16637044                    120286612                   
GPU 3     0.000        0.000        0                 0                 0.000        0                           0                           1199289                     N/A                         
GPU 2     0.000        0.000        0                 0                 0.000        0                           0                           1204462                     724762                      
GPU 1     0.000        N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          92                23                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         703901                      
GPU 2     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     N/A          0.000        0                 0                 0.000        0                           0                           1219900                     740281                      
GPU 0     N/A          0.443        93                24                0.173        0                           0                           15440342                    114055440                   
GPU 3     N/A          0.000        0                 0                 0.000        0                           0                           1188811                     N/A                         
GPU 2     N/A          0.000        0                 0                 0.000        0                           0                           1454804                     959440                      
GPU 1     0.000        N/A          0                 0                 N/A          N/A                         N/A                         1220130                     N/A                         
GPU 0     0.739        N/A          93                24                N/A          N/A                         N/A                         19115064                    N/A                         
GPU 3     0.000        N/A          0                 0                 N/A          N/A                         N/A                         N/A                         917524                      
GPU 2     0.000        N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     N/A          0.000        0                 0                 0.000        0                           0                           N/A                         740421                      
GPU 0     N/A          0.422        93                24                0.195        0                           0                           N/A                         169568116                   
GPU 3     N/A          0.000        0                 0                 0.000        0                           0                           1407566                     N/A                         
GPU 2     N/A          0.000        0                 0                 0.000        0                           0                           3071095                     2502759                     
GPU 1     0.000        N/A          0                 0                 N/A          N/A                         N/A                         3377097                     N/A                         
GPU 0     0.775        N/A          93                24                N/A          N/A                         N/A                         19754436                    N/A                         
#Entity   SMACT        SMOCC        GPUTL             MCUTL             DRAMA        NVLTX                       NVLRX                       PCITX                       PCIRX                       
ID                                                                                                                                                                                                   
GPU 3     0.000        N/A          0                 0                 N/A          N/A                         N/A                         N/A                         2605815                     
GPU 2     0.000        0.000        0                 0                 0.000        N/A                         N/A                         6193227                     N/A                         
GPU 1     N/A          0.000        0                 0                 0.000        0                           0                           N/A                         2758899                     
GPU 0     N/A          0.419        93                22                0.172        0                           N/A                         N/A                         122315353                   
GPU 3     N/A          0.000        0                 0                 0.000        0                           0                           3252058                     N/A                         
GPU 2     N/A          N/A          0                 0                 N/A          0                           0                           N/A                         5197514                     
GPU 1     0.000        N/A          0                 0                 N/A          N/A                         0                           6534953                     N/A                         
GPU 0     0.754        N/A          93                22                N/A          N/A                         0                           21128489                    N/A                         
GPU 3     0.000        N/A          0                 0                 N/A          N/A                         N/A                         N/A                         5689636                     
GPU 2     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         5570096                     
GPU 0     N/A          0.427        93                22                0.171        0                           N/A                         N/A                         120509684                   
GPU 3     0.000        0.000        0                 0                 0.000        0                           0                           6685714                     881385                      
GPU 2     0.000        0.000        0                 0                 0.000        N/A                         N/A                         1407805                     928108                      
GPU 1     0.000        N/A          0                 0                 N/A          N/A                         0                           1501658                     1016748                     
GPU 0     0.743        N/A          93                22                N/A          N/A                         0                           18117667                    N/A                         
GPU 3     N/A          0.000        0                 0                 N/A          N/A                         0                           1361192                     N/A                         
GPU 2     N/A          N/A          0                 0                 N/A          0                           0                           N/A                         N/A                         
GPU 1     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         N/A                         
GPU 0     N/A          0.430        93                23                N/A          N/A                         N/A                         N/A                         147537011                   
GPU 3     0.000        N/A          0                 0                 0.000        0                           N/A                         N/A                         776308                      
GPU 2     0.000        0.000        0                 0                 0.000        N/A                         N/A                         2894480                     2310368                     
GPU 1     0.000        N/A          0                 0                 N/A          N/A                         0                           1173032                     677751                      
GPU 0     0.774        N/A          93                23                0.171        0                           0                           15873113                    N/A                         
GPU 3     N/A          0.000        0                 0                 N/A          N/A                         0                           1257620                     N/A                         
GPU 2     N/A          N/A          0                 0                 N/A          0                           0                           N/A                         N/A                         
GPU 1     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         N/A                         
GPU 0     N/A          0.419        93                23                N/A          N/A                         N/A                         N/A                         118582415                   
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     0.000        0.000        0                 0                 0.000        0                           N/A                         2362520                     1882714                     
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           1173183                     693481                      
GPU 0     0.732        0.408        90                23                0.166        0                           0                           15673897                    115379035                   
GPU 3     0.000        0.000        0                 0                 0.000        0                           N/A                         1204216                     724615                      
GPU 2     N/A          N/A          0                 0                 N/A          N/A                         0                           N/A                         N/A                         
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          90                23                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         0                           N/A                         N/A                         
GPU 2     0.000        0.000        0                 0                 0.000        0                           N/A                         2841698                     2325500                     
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           1168030                     683089                      
GPU 0     0.760        0.442        90                23                0.199        0                           0                           18627689                    162685291                   
GPU 3     0.000        0.000        0                 0                 0.000        0                           0                           1704936                     1193977                     
GPU 2     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          90                23                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     0.000        0.000        0                 0                 0.000        0                           0                           2158294                     1678673                     
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           1611139                     1100163                     
GPU 0     0.754        0.413        93                23                0.168        0                           0                           15892857                    114878339                   
GPU 3     0.000        0.000        0                 0                 0.000        0                           0                           1204514                     719579                      
GPU 2     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          93                22                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     0.000        0.000        0                 0                 0.000        0                           0                           2335917                     1851006                     
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           1553860                     969858                      
GPU 0     0.745        0.407        93                22                0.170        0                           0                           16325424                    120426032                   
#Entity   SMACT        SMOCC        GPUTL             MCUTL             DRAMA        NVLTX                       NVLRX                       PCITX                       PCIRX                       
ID                                                                                                                                                                                                   
GPU 3     0.000        0.000        0                 0                 0.000        0                           0                           1194011                     719535                      
GPU 2     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          93                22                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     0.000        0.000        0                 0                 0.000        0                           0                           2221340                     1746828                     
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           1168108                     688349                      
GPU 0     0.765        0.445        93                23                0.200        0                           0                           17987951                    150747987                   
GPU 3     0.000        0.000        0                 0                 0.000        0                           0                           1220138                     735211                      
GPU 2     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          93                23                N/A          N/A                         N/A                         N/A                         N/A                         
