#Entity   SMACT        SMOCC        GPUTL             MCUTL             DRAMA        NVLTX                       NVLRX                       PCITX                       PCIRX                       
ID                                                                                                                                                                                                   
GPU 2     N/A          0.416        92                23                0.173        0                           0                           16035753                    119528839                   
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           1189027                     709244                      
GPU 3     0.000        0.000        0                 0                 0.000        0                           0                           1173134                     693452                      
GPU 2     0.765        N/A          92                23                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           1152320                     667407                      
GPU 0     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     N/A          0.424        92                23                0.193        0                           0                           17508393                    145906751                   
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           1188780                     709097                      
GPU 3     0.000        0.000        0                 0                 0.000        0                           0                           1162464                     682882                      
GPU 2     0.763        0.430        92                22                0.172        0                           0                           15577163                    115022148                   
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           1168013                     688293                      
GPU 0     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     N/A          N/A          92                22                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           1720656                     1204459                     
GPU 3     0.000        0.000        0                 0                 0.000        0                           0                           1522540                     1016765                     
GPU 2     0.770        0.417        92                22                0.172        0                           0                           17620496                    122380179                   
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           2132861                     1517512                     
GPU 0     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
#Entity   SMACT        SMOCC        GPUTL             MCUTL             DRAMA        NVLTX                       NVLRX                       PCITX                       PCIRX                       
ID                                                                                                                                                                                                   
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     N/A          N/A          92                22                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           1157577                     672646                      
GPU 3     0.000        N/A          0                 0                 N/A          N/A                         N/A                         N/A                         2273733                     
GPU 2     N/A          N/A          92                22                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.000        N/A          0                 0                 N/A          N/A                         N/A                         1178409                     N/A                         
GPU 0     N/A          0.000        0                 0                 0.000        0                           0                           N/A                         672646                      
GPU 3     N/A          0.000        0                 0                 0.000        0                           0                           2857811                     N/A                         
GPU 2     N/A          0.401        90                23                0.188        0                           0                           18449535                    163952478                   
GPU 1     N/A          0.000        0                 0                 0.000        0                           0                           N/A                         698702                      
GPU 0     0.000        N/A          0                 0                 N/A          N/A                         N/A                         3305926                     N/A                         
GPU 3     0.000        N/A          0                 0                 N/A          N/A                         N/A                         N/A                         1840547                     
GPU 2     0.780        N/A          90                23                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.000        N/A          0                 0                 N/A          N/A                         N/A                         3007777                     N/A                         
GPU 0     N/A          0.000        0                 0                 0.000        0                           0                           N/A                         2617626                     
GPU 3     0.000        0.000        0                 0                 0.000        0                           0                           2330664                     2179502                     
GPU 2     N/A          N/A          90                23                N/A          0                           0                           18379187                    116547137                   
GPU 1     N/A          0.000        0                 0                 0.000        0                           0                           N/A                         2361392                     
GPU 0     0.000        N/A          0                 0                 N/A          N/A                         0                           7440378                     N/A                         
GPU 3     N/A          0.000        0                 0                 0.000        0                           0                           2721770                     N/A                         
GPU 2     0.750        0.412        93                23                0.170        N/A                         N/A                         21325015                    N/A                         
GPU 1     0.000        N/A          0                 0                 N/A          N/A                         0                           6611449                     N/A                         
GPU 0     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         6512286                     
GPU 3     0.000        N/A          0                 0                 N/A          0                           N/A                         N/A                         5323685                     
GPU 2     N/A          N/A          93                22                N/A          0                           0                           N/A                         N/A                         
GPU 1     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         N/A                         
GPU 0     0.000        N/A          0                 0                 N/A          N/A                         0                           2267775                     N/A                         
GPU 3     N/A          0.000        0                 0                 N/A          N/A                         0                           6319595                     N/A                         
GPU 2     0.757        0.426        93                22                0.197        N/A                         N/A                         19732299                    152306740                   
GPU 1     0.000        N/A          0                 0                 N/A          N/A                         0                           1089923                     672728                      
GPU 0     N/A          0.000        0                 0                 N/A          N/A                         N/A                         N/A                         1809007                     
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     N/A          N/A          93                22                N/A          N/A                         0                           N/A                         N/A                         
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           1532967                     1037620                     
GPU 3     0.000        0.000        0                 0                 0.000        0                           N/A                         1559081                     1068935                     
GPU 2     0.749        0.424        92                23                0.170        0                           N/A                         17183645                    116808189                   
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           1579850                     1084517                     
GPU 0     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         0                           N/A                         N/A                         
GPU 2     N/A          N/A          92                23                N/A          N/A                         0                           N/A                         N/A                         
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           1282982                     803168                      
GPU 3     0.000        0.000        0                 0                 0.000        0                           N/A                         1199221                     724746                      
GPU 2     0.760        0.423        92                23                0.170        0                           N/A                         16884507                    117667155                   
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           1141901                     662198                      
GPU 0     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         0                           N/A                         N/A                         
GPU 2     N/A          N/A          92                23                N/A          N/A                         0                           N/A                         N/A                         
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           1517687                     933560                      
GPU 3     0.000        0.000        0                 0                 0.000        0                           N/A                         1178173                     693349                      
GPU 2     0.749        0.422        92                23                0.196        0                           N/A                         20201263                    173243659                   
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           2273396                     1751974                     
GPU 0     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
#Entity   SMACT        SMOCC        GPUTL             MCUTL             DRAMA        NVLTX                       NVLRX                       PCITX                       PCIRX                       
ID                                                                                                                                                                                                   
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         0                           N/A                         N/A                         
GPU 2     N/A          N/A          92                23                N/A          N/A                         0                           N/A                         N/A                         
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           1173185                     693482                      
GPU 3     0.000        0.000        0                 0                 0.000        0                           N/A                         1183623                     703917                      
GPU 2     0.683        0.378        92                23                0.157        0                           N/A                         16132165                    109983042                   
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           2268278                     1788550                     
GPU 0     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         0                           N/A                         N/A                         
GPU 2     N/A          N/A          92                23                N/A          N/A                         0                           N/A                         N/A                         
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           1157378                     677744                      
GPU 3     0.000        0.000        0                 0                 0.000        0                           N/A                         1136946                     657134                      
GPU 2     0.786        0.447        88                21                0.176        0                           N/A                         16545707                    115877238                   
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           2043886                     1564198                     
GPU 0     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         0                           N/A                         N/A                         
GPU 2     N/A          N/A          88                21                N/A          N/A                         0                           N/A                         N/A                         
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           1710254                     1194049                     
GPU 3     0.000        0.000        0                 0                 0.000        0                           N/A                         1183889                     704075                      
GPU 2     0.735        0.418        88                21                0.194        0                           N/A                         19798613                    150941674                   
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           2872505                     2257341                     
GPU 0     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         0                           N/A                         N/A                         
GPU 2     N/A          N/A          88                23                N/A          N/A                         0                           N/A                         N/A                         
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           1194102                     714375                      
GPU 3     0.000        0.000        0                 0                 0.000        0                           N/A                         2320245                     1699775                     
GPU 2     0.767        0.414        92                23                0.170        0                           N/A                         16609754                    119302903                   
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           2059597                     1574679                     
GPU 0     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     N/A          N/A          92                23                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           1152291                     672604                      
GPU 3     0.000        0.000        0                 0                 0.000        0                           0                           1178238                     698601                      
GPU 2     0.754        0.430        92                23                0.173        0                           0                           16625166                    116043140                   
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           2180047                     1700228                     
GPU 0     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     N/A          N/A          92                23                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           1199292                     714361                      
GPU 3     0.000        0.000        0                 0                 0.000        0                           0                           1094967                     615267                      
GPU 2     0.731        0.422        92                23                0.192        0                           0                           20017066                    172627679                   
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           2164384                     1684569                     
GPU 0     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     N/A          N/A          92                23                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           1199412                     724862                      
GPU 3     0.000        0.000        0                 0                 0.000        0                           N/A                         1204507                     724790                      
GPU 2     0.763        0.413        92                23                0.169        0                           N/A                         16768318                    118626879                   
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           2195166                     1715462                     
GPU 0     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
#Entity   SMACT        SMOCC        GPUTL             MCUTL             DRAMA        NVLTX                       NVLRX                       PCITX                       PCIRX                       
ID                                                                                                                                                                                                   
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         0                           N/A                         N/A                         
GPU 2     N/A          N/A          92                22                N/A          N/A                         0                           N/A                         N/A                         
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           3003292                     2325466                     
GPU 3     0.000        0.000        0                 0                 0.000        0                           N/A                         1439089                     943750                      
GPU 2     0.743        0.414        92                22                0.169        0                           N/A                         19782070                    120670629                   
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           3790055                     3148822                     
GPU 0     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         0                           N/A                         N/A                         
GPU 2     N/A          N/A          92                22                N/A          N/A                         0                           N/A                         N/A                         
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           6922656                     5947855                     
GPU 3     0.000        N/A          0                 0                 N/A          0                           N/A                         N/A                         2268186                     
GPU 2     0.750        0.437        92                22                0.197        N/A                         N/A                         22748049                    149718506                   
GPU 1     0.000        N/A          0                 0                 N/A          N/A                         0                           7012890                     6022222                     
GPU 0     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         5947855                     
GPU 3     0.000        0.000        0                 0                 0.000        0                           0                           2841751                     5368766                     
GPU 2     N/A          N/A          92                22                N/A          0                           0                           N/A                         N/A                         
GPU 1     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         N/A                         
GPU 0     0.000        N/A          0                 0                 N/A          N/A                         0                           1590336                     N/A                         
GPU 3     N/A          0.000        0                 0                 0.000        N/A                         0                           6369546                     N/A                         
GPU 2     0.733        0.402        90                23                0.162        N/A                         N/A                         15123198                    110719516                   
GPU 1     0.000        N/A          0                 0                 N/A          N/A                         0                           1423533                     975094                      
GPU 0     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         1027200                     
GPU 3     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     N/A          N/A          90                23                N/A          0                           0                           N/A                         N/A                         
GPU 1     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         N/A                         
GPU 0     0.000        N/A          0                 0                 N/A          N/A                         0                           1491481                     N/A                         
GPU 3     0.000        N/A          0                 0                 N/A          0                           N/A                         N/A                         1079311                     
GPU 2     0.745        0.404        90                23                0.168        N/A                         N/A                         15624573                    116809564                   
GPU 1     0.000        N/A          0                 0                 N/A          N/A                         0                           2601837                     2106497                     
GPU 0     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         996059                      
GPU 3     N/A          0.000        0                 0                 0.000        N/A                         0                           1553791                     N/A                         
GPU 2     N/A          N/A          90                23                N/A          0                           0                           N/A                         N/A                         
GPU 1     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         N/A                         
GPU 0     0.000        N/A          0                 0                 N/A          N/A                         0                           1157504                     N/A                         
GPU 3     0.000        N/A          0                 0                 N/A          0                           N/A                         N/A                         735008                      
GPU 2     0.688        0.399        88                23                0.186        N/A                         N/A                         18080179                    160300855                   
GPU 1     0.000        N/A          0                 0                 N/A          N/A                         0                           2257775                     1778063                     
GPU 0     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         677817                      
GPU 3     N/A          0.000        0                 0                 0.000        N/A                         0                           1219801                     N/A                         
GPU 2     N/A          N/A          88                23                N/A          0                           0                           N/A                         N/A                         
GPU 1     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         N/A                         
GPU 0     0.000        N/A          0                 0                 N/A          N/A                         0                           1157545                     N/A                         
GPU 3     0.000        N/A          0                 0                 N/A          0                           N/A                         N/A                         729979                      
GPU 2     0.768        0.436        88                23                0.169        N/A                         N/A                         15569170                    110728562                   
GPU 1     0.000        N/A          0                 0                 N/A          N/A                         0                           2602201                     2059859                     
GPU 0     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         677841                      
GPU 3     N/A          0.000        0                 0                 0.000        N/A                         0                           1209680                     N/A                         
GPU 2     N/A          N/A          88                23                N/A          0                           0                           N/A                         N/A                         
