#Entity   SMACT        SMOCC        GPUTL             MCUTL             DRAMA        NVLTX                       NVLRX                       PCITX                       PCIRX                       
ID                                                                                                                                                                                                   
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           2523984                     1903417                     
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           1944849                     1386943                     
GPU 3     0.759        N/A          92                22                N/A          N/A                         N/A                         N/A                         168206623                   
GPU 2     0.000        0.000        0                 0                 0.000        N/A                         N/A                         5020983                     N/A                         
GPU 1     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         1903417                     
GPU 0     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         1386943                     
GPU 3     N/A          0.427        92                24                0.193        0                           0                           21200003                    N/A                         
GPU 2     N/A          N/A          0                 0                 N/A          0                           0                           N/A                         4400529                     
GPU 1     0.000        N/A          0                 0                 N/A          N/A                         0                           2017846                     N/A                         
GPU 0     0.000        N/A          0                 0                 N/A          N/A                         0                           3022993                     N/A                         
GPU 3     0.748        N/A          92                24                N/A          N/A                         N/A                         N/A                         121942088                   
GPU 2     0.000        0.000        0                 0                 0.000        N/A                         N/A                         4254605                     N/A                         
GPU 1     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         1532937                     
GPU 0     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         2480939                     
GPU 3     N/A          0.414        92                24                0.170        0                           0                           21087573                    N/A                         
GPU 2     N/A          N/A          0                 0                 N/A          0                           0                           N/A                         3420368                     
GPU 1     0.000        N/A          0                 0                 N/A          N/A                         0                           6364848                     N/A                         
GPU 0     0.000        N/A          0                 0                 N/A          N/A                         0                           5485522                     N/A                         
GPU 3     0.765        N/A          92                24                N/A          N/A                         N/A                         N/A                         113705698                   
GPU 2     0.000        0.000        0                 0                 0.000        N/A                         N/A                         1574697                     N/A                         
GPU 1     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         5421328                     
GPU 0     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         4818082                     
GPU 3     N/A          0.436        93                24                0.172        0                           0                           15777146                    N/A                         
GPU 2     N/A          N/A          0                 0                 N/A          0                           0                           N/A                         1089774                     
GPU 1     0.000        N/A          0                 0                 N/A          N/A                         0                           1428712                     N/A                         
GPU 0     0.000        N/A          0                 0                 N/A          N/A                         0                           1506885                     N/A                         
GPU 3     0.758        N/A          93                24                N/A          0                           N/A                         N/A                         161251684                   
GPU 2     0.000        0.000        0                 0                 0.000        N/A                         N/A                         1955379                     1371372                     
GPU 1     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         N/A                         
GPU 0     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         1173180                     
GPU 3     N/A          0.426        93                24                0.198        0                           0                           18565315                    N/A                         
GPU 2     N/A          N/A          0                 0                 N/A          0                           0                           N/A                         1371372                     
GPU 1     0.000        N/A          0                 0                 N/A          N/A                         0                           2456275                     N/A                         
GPU 0     0.000        N/A          0                 0                 N/A          N/A                         0                           1287662                     N/A                         
GPU 3     0.751        N/A          93                24                N/A          N/A                         N/A                         N/A                         119269688                   
GPU 2     0.000        0.000        0                 0                 0.000        N/A                         N/A                         1188798                     N/A                         
GPU 1     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         1971278                     
GPU 0     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         808047                      
GPU 3     N/A          0.411        92                22                0.171        N/A                         0                           15897072                    N/A                         
GPU 2     N/A          N/A          0                 0                 N/A          0                           0                           N/A                         N/A                         
GPU 1     0.000        N/A          0                 0                 N/A          N/A                         0                           2262916                     1783219                     
GPU 0     0.000        N/A          0                 0                 N/A          N/A                         0                           1209682                     N/A                         
GPU 3     0.787        N/A          92                22                0.177        0                           N/A                         N/A                         115921398                   
GPU 2     0.000        0.000        0                 0                 0.000        N/A                         N/A                         1209435                     735044                      
GPU 1     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         N/A                         
GPU 0     N/A          0.000        0                 0                 N/A          N/A                         N/A                         N/A                         729980                      
#Entity   SMACT        SMOCC        GPUTL             MCUTL             DRAMA        NVLTX                       NVLRX                       PCITX                       PCIRX                       
ID                                                                                                                                                                                                   
GPU 3     N/A          N/A          92                22                N/A          N/A                         0                           N/A                         N/A                         
GPU 2     N/A          N/A          0                 0                 N/A          N/A                         0                           N/A                         N/A                         
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           2346350                     1918793                     
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           2133069                     1554167                     
GPU 3     0.739        0.420        92                22                0.195        0                           N/A                         20382603                    171864654                   
GPU 2     0.000        0.000        0                 0                 0.000        0                           N/A                         1178395                     683052                      
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          92                24                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           2106786                     1636339                     
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           2998838                     1997487                     
GPU 3     0.773        0.419        92                24                0.172        0                           0                           17663592                    120698613                   
GPU 2     0.000        0.000        0                 0                 0.000        0                           0                           2169547                     1653236                     
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          92                24                N/A          N/A                         0                           N/A                         N/A                         
GPU 2     N/A          N/A          0                 0                 N/A          N/A                         0                           N/A                         N/A                         
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           2904368                     2289080                     
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           1183444                     703810                      
GPU 3     0.749        0.426        92                24                0.171        0                           N/A                         16817957                    116294718                   
GPU 2     0.000        0.000        0                 0                 0.000        0                           N/A                         1204719                     724917                      
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          92                24                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           2070014                     1585099                     
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           1261835                     787343                      
GPU 3     0.741        0.426        92                24                0.194        0                           0                           19732914                    157010112                   
GPU 2     0.000        0.000        0                 0                 0.000        0                           0                           1235755                     761267                      
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          92                24                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           2106102                     1626495                     
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           1277534                     792592                      
GPU 3     0.775        0.420        92                24                0.172        0                           0                           17030633                    120416411                   
GPU 2     0.000        0.000        0                 0                 0.000        0                           0                           1219930                     740299                      
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          92                22                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           1532936                     1053241                     
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           1230531                     750832                      
GPU 3     0.731        N/A          92                22                N/A          N/A                         N/A                         N/A                         115553527                   
GPU 2     0.000        N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.000        0.000        0                 0                 0.000        0                           0                           1757598                     1053241                     
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           3222421                     750832                      
GPU 3     N/A          0.410        92                22                0.167        0                           0                           16483860                    N/A                         
GPU 2     N/A          N/A          0                 0                 N/A          0                           0                           N/A                         709116                      
GPU 1     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         1282994                     
GPU 0     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         2497637                     
GPU 3     0.770        N/A          92                24                N/A          N/A                         N/A                         N/A                         169971397                   
GPU 2     0.000        0.000        0                 0                 0.000        N/A                         N/A                         N/A                         N/A                         
GPU 1     0.000        N/A          0                 0                 N/A          N/A                         N/A                         3226718                     N/A                         
GPU 0     0.000        N/A          0                 0                 N/A          N/A                         0                           1893286                     N/A                         
#Entity   SMACT        SMOCC        GPUTL             MCUTL             DRAMA        NVLTX                       NVLRX                       PCITX                       PCIRX                       
ID                                                                                                                                                                                                   
GPU 3     N/A          0.449        93                24                0.201        0                           0                           20347442                    N/A                         
GPU 2     N/A          N/A          0                 0                 N/A          0                           0                           N/A                         2226393                     
GPU 1     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         2507353                     
GPU 0     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         1482381                     
GPU 3     0.758        N/A          93                24                N/A          N/A                         N/A                         N/A                         120858472                   
GPU 2     0.000        0.000        0                 0                 0.000        N/A                         N/A                         3978339                     N/A                         
GPU 1     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     0.000        N/A          0                 0                 N/A          N/A                         0                           6032809                     N/A                         
GPU 3     N/A          0.413        93                24                0.169        0                           0                           19066201                    N/A                         
GPU 2     N/A          N/A          0                 0                 N/A          0                           0                           N/A                         3316151                     
GPU 1     0.000        N/A          0                 0                 N/A          N/A                         0                           1569471                     N/A                         
GPU 0     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         5021258                     
GPU 3     0.749        N/A          92                24                N/A          N/A                         N/A                         N/A                         125177842                   
GPU 2     0.000        0.000        0                 0                 0.000        N/A                         N/A                         4661375                     N/A                         
GPU 1     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         1131479                     
GPU 0     0.000        N/A          0                 0                 N/A          N/A                         0                           1954799                     N/A                         
GPU 3     N/A          0.414        92                24                0.172        0                           0                           22393723                    N/A                         
GPU 2     N/A          N/A          0                 0                 N/A          0                           0                           N/A                         3795840                     
GPU 1     0.000        N/A          0                 0                 N/A          N/A                         0                           6297848                     N/A                         
GPU 0     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         1402242                     
GPU 3     0.769        N/A          92                24                N/A          0                           N/A                         N/A                         161616741                   
GPU 2     0.000        0.000        0                 0                 0.000        N/A                         N/A                         1590480                     1089869                     
GPU 1     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         N/A                         
GPU 0     0.000        N/A          0                 0                 N/A          N/A                         0                           1220119                     N/A                         
GPU 3     N/A          0.448        92                24                0.201        N/A                         0                           19901462                    N/A                         
GPU 2     N/A          N/A          0                 0                 N/A          0                           0                           N/A                         N/A                         
GPU 1     0.000        N/A          0                 0                 N/A          N/A                         0                           1543362                     1084524                     
GPU 0     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         740414                      
GPU 3     0.753        N/A          92                22                N/A          0                           N/A                         N/A                         115020630                   
GPU 2     0.000        0.000        0                 0                 0.000        N/A                         N/A                         1188783                     709098                      
GPU 1     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         N/A                         
GPU 0     0.000        N/A          0                 0                 N/A          N/A                         0                           1679240                     N/A                         
GPU 3     N/A          0.414        92                22                N/A          N/A                         0                           16268646                    N/A                         
GPU 2     N/A          N/A          0                 0                 N/A          0                           0                           N/A                         N/A                         
GPU 1     0.000        N/A          0                 0                 N/A          N/A                         0                           1188888                     709161                      
GPU 0     N/A          0.000        0                 0                 N/A          N/A                         N/A                         N/A                         1157737                     
GPU 3     0.755        N/A          92                22                0.173        0                           N/A                         N/A                         121602584                   
GPU 2     0.000        0.000        0                 0                 0.000        N/A                         N/A                         1652285                     1136272                     
GPU 1     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         N/A                         
GPU 0     0.000        N/A          0                 0                 0.000        0                           0                           1230508                     N/A                         
GPU 3     N/A          0.412        92                22                N/A          N/A                         0                           17023008                    N/A                         
GPU 2     N/A          N/A          0                 0                 N/A          0                           0                           N/A                         N/A                         
GPU 1     0.000        N/A          0                 0                 N/A          N/A                         0                           2049143                     1428664                     
GPU 0     N/A          0.000        0                 0                 N/A          N/A                         N/A                         N/A                         745604                      
GPU 3     0.740        N/A          93                24                0.195        0                           N/A                         N/A                         166597477                   
GPU 2     0.000        0.000        0                 0                 0.000        N/A                         N/A                         1220089                     740396                      
GPU 1     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         N/A                         
GPU 0     0.000        N/A          0                 0                 0.000        0                           0                           1230540                     N/A                         
GPU 3     N/A          0.431        93                24                N/A          N/A                         0                           20016255                    N/A                         
GPU 2     N/A          N/A          0                 0                 N/A          0                           0                           N/A                         N/A                         
