#Entity   SMACT        SMOCC        GPUTL             MCUTL             DRAMA        NVLTX                       NVLRX                       PCITX                       PCIRX                       
ID                                                                                                                                                                                                   
GPU 1     N/A          N/A          100               28                N/A          N/A                         0                           N/A                         27259906                    
GPU 0     0.787        N/A          100               28                N/A          N/A                         0                           6498927                     N/A                         
#Entity   SMACT        SMOCC        GPUTL             MCUTL             DRAMA        NVLTX                       NVLRX                       PCITX                       PCIRX                       
ID                                                                                                                                                                                                   
GPU 3     0.103        0.032        100               0                 N/A          N/A                         0                           2038557                     1496332                     
GPU 2     0.102        0.032        100               0                 0.000        N/A                         N/A                         1939811                     1460072                     
GPU 1     0.794        0.448        85                22                0.217        0                           N/A                         7587808                     N/A                         
GPU 0     N/A          0.445        100               28                N/A          N/A                         N/A                         N/A                         24482761                    
GPU 3     N/A          N/A          100               0                 N/A          0                           N/A                         N/A                         N/A                         
GPU 2     N/A          N/A          100               0                 N/A          0                           0                           N/A                         N/A                         
GPU 1     N/A          N/A          85                22                N/A          N/A                         26028                       N/A                         313985233                   
GPU 0     0.794        N/A          100               28                N/A          N/A                         762744300                   6758695                     N/A                         
GPU 3     N/A          0.032        100               0                 N/A          N/A                         0                           1616566                     1037731                     
GPU 2     0.102        0.032        100               0                 0.000        0                           0                           1850811                     1371164                     
GPU 1     N/A          0.291        85                22                0.144        771376284                   N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          100               27                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     0.103        N/A          100               0                 0.000        0                           N/A                         N/A                         N/A                         
GPU 2     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.001        N/A          85                0                 N/A          N/A                         0                           96869260                    1344178097                  
GPU 0     0.779        0.436        100               27                0.214        0                           0                           13892557                    31960162                    
GPU 3     N/A          0.032        100               0                 N/A          N/A                         0                           N/A                         N/A                         
GPU 2     0.102        0.032        100               0                 0.000        0                           0                           1923849                     1459831                     
GPU 1     N/A          0.001        43                0                 0.000        0                           N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          100               27                N/A          N/A                         N/A                         N/A                         40840226                    
GPU 3     0.103        N/A          100               0                 0.000        0                           N/A                         693445                      552670                      
GPU 2     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.076        N/A          43                0                 N/A          N/A                         0                           48684311                    475078264                   
GPU 0     0.769        0.431        100               27                0.212        0                           0                           25434896                    N/A                         
GPU 3     N/A          0.032        100               0                 0.000        0                           0                           693445                      N/A                         
GPU 2     N/A          N/A          100               0                 N/A          0                           0                           N/A                         N/A                         
GPU 1     0.103        0.024        43                0                 0.000        0                           0                           18990053                    475078264                   
GPU 0     0.793        N/A          100               27                0.212        0                           0                           25434896                    N/A                         
GPU 3     0.103        N/A          100               0                 N/A          N/A                         N/A                         N/A                         766429                      
GPU 2     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     N/A          0.032        43                0                 0.000        0                           0                           N/A                         16586315                    
GPU 0     N/A          0.445        100               27                0.215        0                           0                           6590051                     24772367                    
GPU 3     N/A          0.032        100               0                 0.000        0                           0                           969768                      N/A                         
GPU 2     N/A          N/A          100               0                 N/A          0                           0                           N/A                         5727952                     
GPU 1     0.103        N/A          100               0                 N/A          N/A                         0                           1167868                     N/A                         
GPU 0     0.776        N/A          100               27                N/A          N/A                         0                           5771225                     N/A                         
GPU 3     0.103        0.032        100               0                 0.000        0                           0                           1024279                     582331                      
GPU 2     0.102        0.032        100               0                 0.000        N/A                         N/A                         21597946                    N/A                         
GPU 1     N/A          0.032        100               0                 0.000        0                           N/A                         N/A                         719490                      
GPU 0     N/A          0.434        100               28                0.214        0                           N/A                         N/A                         23740605                    
GPU 3     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     N/A          N/A          100               0                 N/A          0                           0                           N/A                         19100863                    
GPU 1     0.103        N/A          100               0                 N/A          N/A                         0                           828988                      N/A                         
GPU 0     0.774        N/A          100               28                N/A          N/A                         0                           6151793                     N/A                         
GPU 3     0.103        0.032        100               0                 0.000        0                           0                           7126474                     6042124                     
GPU 2     0.102        0.032        100               0                 0.000        N/A                         N/A                         1960034                     N/A                         
GPU 1     N/A          0.032        100               0                 0.000        0                           N/A                         N/A                         396246                      
GPU 0     N/A          0.433        100               28                0.213        0                           N/A                         N/A                         24830782                    
GPU 3     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     N/A          N/A          100               0                 N/A          0                           0                           N/A                         1543005                     
GPU 1     0.103        N/A          100               0                 N/A          N/A                         0                           2752907                     N/A                         
GPU 0     0.312        N/A          70                28                N/A          N/A                         0                           159462024                   N/A                         
GPU 3     N/A          0.032        100               0                 0.000        0                           0                           20058793                    17666126                    
GPU 2     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     N/A          0.032        100               0                 0.000        0                           0                           N/A                         2294089                     
GPU 0     0.980        0.177        70                21                0.082        0                           0                           159462024                   2116887506                  
#Entity   SMACT        SMOCC        GPUTL             MCUTL             DRAMA        NVLTX                       NVLRX                       PCITX                       PCIRX                       
ID                                                                                                                                                                                                   
GPU 3     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         17666126                    
GPU 2     0.103        0.032        100               0                 0.000        0                           0                           1715304                     1246071                     
GPU 1     N/A          0.043        100               0                 0.005        26029                       771393941                   N/A                         1967841                     
GPU 0     0.980        N/A          70                21                N/A          N/A                         0                           7878590                     N/A                         
GPU 3     0.103        0.032        100               0                 0.000        0                           0                           4027702                     3126288                     
GPU 2     0.103        0.032        100               3                 0.000        0                           0                           1293309                     839608                      
GPU 1     0.120        N/A          100               17                N/A          N/A                         N/A                         1426424                     N/A                         
GPU 0     N/A          0.567        70                21                0.243        770144033                   N/A                         N/A                         28035099                    
GPU 3     N/A          0.032        100               0                 N/A          N/A                         0                           4027702                     N/A                         
GPU 2     N/A          N/A          100               3                 N/A          0                           0                           N/A                         N/A                         
GPU 1     N/A          N/A          100               17                N/A          N/A                         0                           N/A                         31809409                    
GPU 0     0.975        0.567        100               21                N/A          770144033                   25987                       8710942                     28035099                    
GPU 3     0.248        N/A          100               3                 0.037        0                           N/A                         N/A                         41646404                    
GPU 2     0.157        0.067        100               3                 0.016        N/A                         N/A                         3387927                     4793058                     
GPU 1     0.980        0.574        100               17                0.244        0                           N/A                         10266639                    N/A                         
GPU 0     N/A          N/A          100               20                0.093        771205010                   N/A                         N/A                         N/A                         
GPU 3     0.457        0.127        100               3                 0.037        24938                       0                           19845770                    114873250                   
GPU 2     N/A          N/A          100               3                 N/A          36429                       771135930                   N/A                         N/A                         
GPU 1     N/A          N/A          100               17                N/A          N/A                         770742278                   N/A                         31613207                    
GPU 0     0.436        0.237        100               20                0.093        771205010                   20818                       6105060                     12985615                    
GPU 3     N/A          0.236        100               3                 N/A          N/A                         739082254                   55568706                    N/A                         
GPU 2     0.980        0.573        100               3                 0.243        N/A                         N/A                         8069724                     30235468                    
GPU 1     0.974        0.568        100               22                0.244        770731876                   N/A                         9029372                     N/A                         
GPU 0     N/A          N/A          100               20                0.000        0                           N/A                         N/A                         N/A                         
GPU 3     0.945        N/A          100               22                0.235        0                           0                           N/A                         75897602                    
GPU 2     N/A          N/A          100               31                N/A          0                           0                           N/A                         N/A                         
GPU 1     N/A          N/A          100               22                N/A          N/A                         15627                       N/A                         21946001                    
GPU 0     0.103        0.032        100               20                N/A          N/A                         0                           5094211                     4140024                     
GPU 3     N/A          0.553        100               22                N/A          N/A                         N/A                         40084965                    N/A                         
GPU 2     0.973        0.567        100               31                0.243        N/A                         771193916                   13645765                    35837048                    
GPU 1     N/A          0.321        100               22                0.132        771876232                   N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          100               0                 0.000        0                           N/A                         N/A                         N/A                         
GPU 3     0.657        N/A          100               22                0.165        20814                       771067229                   N/A                         28156978                    
GPU 2     N/A          N/A          100               31                N/A          771193916                   N/A                         N/A                         N/A                         
GPU 1     0.103        N/A          100               0                 N/A          N/A                         0                           1470581                     1032535                     
GPU 0     0.103        0.032        100               0                 N/A          N/A                         0                           1115765                     677801                      
GPU 3     0.657        0.383        100               22                0.165        20814                       N/A                         14169553                    28156978                    
GPU 2     N/A          N/A          100               31                N/A          N/A                         0                           N/A                         N/A                         
GPU 1     0.103        0.032        100               0                 0.000        0                           0                           1470581                     1032535                     
GPU 0     0.103        N/A          100               0                 N/A          N/A                         0                           1115765                     N/A                         
GPU 3     N/A          0.537        77                24                N/A          N/A                         0                           17008931                    N/A                         
GPU 2     0.540        0.300        100               6                 0.122        N/A                         N/A                         4544690                     N/A                         
GPU 1     0.103        0.032        100               0                 0.000        0                           0                           1950344                     1512299                     
GPU 0     0.103        0.032        100               0                 0.000        0                           0                           1349793                     927657                      
GPU 3     0.922        N/A          77                24                0.231        0                           N/A                         N/A                         27900478                    
GPU 2     N/A          N/A          100               6                 N/A          430689407                   36480                       N/A                         2371235                     
GPU 1     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          0.351        77                24                N/A          N/A                         0                           7412379                     N/A                         
GPU 2     0.102        0.032        100               6                 0.000        N/A                         N/A                         2772522                     N/A                         
GPU 1     0.103        0.032        100               0                 0.000        0                           0                           4494109                     3795489                     
GPU 0     0.103        0.032        100               0                 0.000        0                           0                           3738647                     3071218                     
GPU 3     0.619        N/A          77                24                0.170        0                           N/A                         N/A                         28732738                    
GPU 2     N/A          N/A          100               0                 N/A          0                           0                           N/A                         3175003                     
GPU 1     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
#Entity   SMACT        SMOCC        GPUTL             MCUTL             DRAMA        NVLTX                       NVLRX                       PCITX                       PCIRX                       
ID                                                                                                                                                                                                   
GPU 3     N/A          0.451        95                26                N/A          N/A                         0                           6712554                     N/A                         
GPU 2     0.102        0.032        100               0                 0.000        N/A                         N/A                         3863182                     N/A                         
GPU 1     0.103        0.032        100               0                 0.000        0                           0                           1490955                     1011347                     
GPU 0     0.103        0.032        100               0                 0.000        0                           0                           1902999                     1397270                     
GPU 3     0.797        N/A          95                26                0.215        0                           N/A                         N/A                         N/A                         
GPU 2     N/A          N/A          100               0                 N/A          0                           0                           N/A                         1089721                     
GPU 1     0.103        N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          0.448        95                26                N/A          N/A                         0                           6938575                     23322767                    
GPU 2     0.102        0.032        100               0                 0.000        N/A                         N/A                         1673687                     N/A                         
GPU 1     N/A          0.032        100               0                 0.000        0                           0                           1485968                     985431                      
GPU 0     0.103        0.032        100               0                 0.000        0                           0                           2058851                     1475076                     
GPU 3     0.793        N/A          95                28                0.216        0                           N/A                         N/A                         N/A                         
GPU 2     N/A          N/A          100               0                 N/A          0                           0                           N/A                         728235                      
GPU 1     0.103        N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          0.435        100               28                N/A          N/A                         0                           7306602                     23444618                    
GPU 2     0.102        0.032        100               0                 0.000        N/A                         N/A                         1201588                     N/A                         
GPU 1     N/A          0.032        100               0                 0.000        0                           0                           1282692                     849913                      
GPU 0     N/A          0.032        100               0                 0.000        0                           0                           1970789                     1496339                     
GPU 3     0.774        N/A          100               28                0.212        0                           N/A                         N/A                         23444618                    
GPU 2     N/A          N/A          100               0                 N/A          0                           0                           N/A                         1324243                     
GPU 1     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     0.774        N/A          100               28                0.212        0                           N/A                         N/A                         23444618                    
GPU 2     N/A          N/A          100               0                 N/A          0                           0                           N/A                         1324243                     
GPU 1     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     0.788        0.445        100               28                0.216        0                           0                           8158574                     26463336                    
GPU 2     0.103        0.032        100               3                 0.000        0                           0                           1224432                     745080                      
GPU 1     0.103        0.032        100               0                 0.000        0                           0                           2888510                     2330621                     
GPU 0     0.103        0.032        100               0                 0.000        0                           0                           1910995                     1405220                     
GPU 3     0.781        0.441        100               27                0.214        771572895                   10413                       7222105                     25660083                    
GPU 2     N/A          N/A          100               3                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.103        0.032        100               0                 0.000        0                           0                           1313937                     719537                      
GPU 0     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          100               27                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     0.198        0.091        100               3                 0.028        20735                       768128141                   1389301                     3058536                     
GPU 1     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     0.103        0.032        100               0                 0.000        0                           0                           1725755                     1167882                     
GPU 3     0.785        0.439        100               27                0.215        0                           0                           6890359                     24563819                    
GPU 2     N/A          N/A          100               3                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.103        0.032        100               0                 0.000        0                           0                           1663423                     1141973                     
GPU 0     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          100               27                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     0.774        0.434        100               28                0.212        0                           0                           6605830                     23018898                    
GPU 1     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     0.103        0.032        100               0                 0.000        0                           0                           1220027                     740358                      
GPU 3     0.766        0.429        100               28                0.212        0                           0                           6988243                     24880647                    
GPU 2     N/A          N/A          100               28                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.103        0.032        100               0                 0.000        0                           0                           2106404                     1626728                     
GPU 0     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          100               28                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     0.783        0.443        100               28                0.214        0                           0                           5766602                     22369004                    
GPU 1     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     0.103        0.032        100               0                 0.000        0                           0                           1235668                     755999                      
#Entity   SMACT        SMOCC        GPUTL             MCUTL             DRAMA        NVLTX                       NVLRX                       PCITX                       PCIRX                       
ID                                                                                                                                                                                                   
GPU 3     0.794        0.448        100               28                0.217        0                           0                           7206145                     25195475                    
GPU 2     N/A          N/A          100               28                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.103        0.032        100               0                 0.000        0                           0                           2429131                     1949560                     
GPU 0     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          100               27                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     0.795        0.451        100               27                0.216        0                           0                           5765657                     22386153                    
GPU 1     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     0.103        0.032        100               0                 0.000        0                           0                           3227321                     2533890                     
GPU 3     0.784        0.439        100               27                0.216        0                           0                           7891416                     25374179                    
GPU 2     N/A          N/A          100               27                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.103        0.032        100               0                 0.000        0                           0                           3861571                     3189313                     
GPU 0     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          100               27                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     0.792        0.446        100               27                0.210        0                           0                           8524124                     25375079                    
GPU 1     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     0.103        0.032        100               0                 0.000        0                           0                           6547344                     5582966                     
GPU 3     0.728        0.409        100               27                0.193        771364588                   36439                       22004481                    53925816                    
GPU 2     N/A          N/A          100               27                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.103        0.032        100               7                 0.000        0                           0                           5493051                     5764055                     
GPU 0     N/A          N/A          100               0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          N/A          96                23                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     0.774        0.433        100               27                0.213        0                           0                           13011743                    31062806                    
GPU 1     N/A          N/A          100               7                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     0.103        0.032        100               0                 0.000        0                           N/A                         1115791                     651747                      
GPU 3     0.751        0.423        96                23                0.168        0                           0                           157549410                   1771472863                  
GPU 2     N/A          N/A          100               27                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.413        0.221        100               7                 0.097        26013                       770933294                   6165260                     12122410                    
GPU 0     N/A          N/A          100               0                 N/A          N/A                         0                           N/A                         N/A                         
GPU 3     N/A          N/A          96                23                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     0.769        0.433        100               27                0.211        770985443                   770980240                   6243555                     24100124                    
GPU 1     N/A          N/A          100               7                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     0.103        0.032        100               0                 0.000        0                           N/A                         2028614                     1439325                     
GPU 3     0.458        0.240        96                23                0.096        0                           0                           69123512                    567900259                   
GPU 2     N/A          N/A          100               27                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.795        0.450        100               28                0.216        0                           0                           6151670                     22759097                    
GPU 0     N/A          N/A          100               0                 N/A          N/A                         0                           N/A                         N/A                         
GPU 3     N/A          N/A          100               11                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     0.792        0.445        100               27                0.215        0                           5198                        6279816                     24505840                    
GPU 1     N/A          N/A          100               28                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     0.103        0.032        100               0                 0.000        0                           N/A                         1220252                     740495                      
GPU 3     0.425        0.220        100               11                0.083        0                           0                           53094864                    113455726                   
GPU 2     N/A          N/A          100               27                0.214        N/A                         N/A                         N/A                         N/A                         
GPU 1     0.775        0.436        100               28                0.214        0                           0                           5645922                     22156995                    
GPU 0     N/A          N/A          100               0                 N/A          N/A                         0                           N/A                         N/A                         
GPU 3     N/A          N/A          100               11                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     0.775        0.433        100               27                N/A          0                           0                           5877983                     23870855                    
GPU 1     N/A          N/A          100               28                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     0.103        0.032        100               0                 0.000        0                           N/A                         1725792                     1204404                     
GPU 3     0.372        0.213        100               11                0.101        0                           0                           51252443                    209650621                   
GPU 2     N/A          N/A          100               27                0.213        N/A                         N/A                         N/A                         N/A                         
