#Entity   SMACT        SMOCC        GPUTL             MCUTL             DRAMA        NVLTX                       NVLRX                       PCITX                       PCIRX                       
ID                                                                                                                                                                                                   
GPU 1     0.423        N/A          100               12                N/A          N/A                         N/A                         45292289                    N/A                         
GPU 0     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     0.000        N/A          51                0                 N/A          N/A                         0                           N/A                         9195116                     
GPU 2     0.000        N/A          39                11                N/A          N/A                         0                           N/A                         N/A                         
GPU 1     N/A          0.261        99                12                0.099        429653167                   36393                       N/A                         97020301                    
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           1449403                     1230428                     
GPU 3     N/A          0.526        51                16                0.224        10406                       N/A                         6738222                     N/A                         
GPU 2     N/A          0.363        39                11                0.156        772176646                   N/A                         9265223                     23996824                    
GPU 1     0.478        N/A          99                12                N/A          N/A                         N/A                         36248086                    N/A                         
GPU 0     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     0.896        N/A          51                16                N/A          N/A                         771008703                   N/A                         25615650                    
GPU 2     0.626        N/A          39                11                N/A          N/A                         430660926                   N/A                         N/A                         
GPU 1     N/A          0.404        99                12                0.187        0                           0                           N/A                         147398354                   
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           2314464                     1996486                     
GPU 3     N/A          0.220        51                16                0.094        0                           N/A                         11989809                    N/A                         
GPU 2     0.649        0.367        39                11                0.153        341054914                   N/A                         6343779                     19650624                    
GPU 1     N/A          N/A          99                23                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           2231457                     1762225                     
GPU 3     0.378        N/A          67                16                N/A          N/A                         340625980                   N/A                         20102550                    
GPU 2     N/A          N/A          62                8                 N/A          N/A                         0                           N/A                         N/A                         
GPU 1     0.757        0.412        90                23                0.169        0                           0                           15222327                    115453736                   
GPU 0     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          0.537        67                21                0.230        31208                       N/A                         6730586                     N/A                         
GPU 2     0.034        0.011        62                8                 0.000        430784499                   N/A                         1595092                     1026906                     
GPU 1     N/A          N/A          90                23                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           2383197                     1903428                     
GPU 3     0.921        N/A          67                21                N/A          N/A                         429826478                   N/A                         26147339                    
GPU 2     N/A          N/A          62                8                 N/A          N/A                         36489                       N/A                         N/A                         
GPU 1     0.729        0.408        90                23                0.166        0                           0                           16609969                    115458274                   
GPU 0     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     N/A          0.185        67                21                0.080        0                           0                           11462520                    N/A                         
GPU 2     0.000        0.000        62                8                 0.000        0                           0                           1219816                     740230                      
GPU 1     N/A          N/A          90                23                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     0.319        N/A          27                21                N/A          N/A                         N/A                         N/A                         17919618                    
GPU 2     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.745        0.433        88                23                0.195        0                           0                           19358327                    159764757                   
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           2075153                     1610032                     
GPU 3     N/A          0.079        27                8                 0.039        0                           0                           3090562                     N/A                         
GPU 2     0.000        0.000        0                 0                 0.000        0                           0                           1209643                     735170                      
GPU 1     N/A          N/A          88                23                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     0.143        N/A          27                8                 N/A          N/A                         N/A                         N/A                         12273650                    
GPU 2     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.698        0.385        88                23                0.155        0                           0                           16039308                    107086428                   
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           2982235                     2419156                     
GPU 3     N/A          0.445        27                8                 0.216        0                           0                           6971500                     N/A                         
GPU 2     0.000        0.000        0                 0                 0.000        0                           0                           1668863                     1209926                     
GPU 1     N/A          N/A          88                21                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     0.787        N/A          100               8                 N/A          N/A                         N/A                         N/A                         23955096                    
GPU 2     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.753        0.409        89                21                0.169        0                           0                           16794046                    118895811                   
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           1991378                     1516992                     
#Entity   SMACT        SMOCC        GPUTL             MCUTL             DRAMA        NVLTX                       NVLRX                       PCITX                       PCIRX                       
ID                                                                                                                                                                                                   
GPU 3     N/A          0.451        100               28                0.217        0                           0                           6055506                     N/A                         
GPU 2     0.000        0.000        0                 0                 0.000        0                           0                           1220248                     750922                      
GPU 1     N/A          N/A          89                21                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     0.796        N/A          100               28                N/A          N/A                         N/A                         N/A                         22567686                    
GPU 2     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.677        0.391        89                21                0.184        0                           0                           18282401                    145042811                   
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           2262718                     1798704                     
GPU 3     N/A          0.443        100               28                0.216        0                           0                           6147934                     N/A                         
GPU 2     0.000        0.000        0                 0                 0.000        0                           0                           1225267                     745588                      
GPU 1     N/A          N/A          89                23                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     0.787        N/A          100               28                N/A          N/A                         N/A                         N/A                         22613570                    
GPU 2     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.763        0.433        88                23                0.167        0                           0                           15836067                    109660345                   
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           2172161                     1695219                     
GPU 3     0.778        0.437        100               28                0.214        0                           0                           10348027                    N/A                         
GPU 2     0.000        0.000        0                 0                 0.000        0                           0                           1814096                     1464831                     
GPU 1     N/A          N/A          88                23                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           2137508                     1986318                     
GPU 3     0.787        0.437        100               28                0.214        0                           0                           10348027                    27146706                    
GPU 2     0.000        0.000        0                 0                 0.000        0                           0                           1814096                     1464831                     
GPU 1     0.742        N/A          88                23                N/A          N/A                         N/A                         16898372                    N/A                         
GPU 0     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         1986318                     
GPU 3     N/A          0.447        100               28                0.215        0                           0                           16123750                    32658662                    
GPU 2     N/A          N/A          0                 0                 N/A          0                           0                           N/A                         8181878                     
GPU 1     N/A          N/A          92                24                N/A          N/A                         N/A                         N/A                         118304220                   
GPU 0     0.000        N/A          0                 0                 N/A          N/A                         0                           3592510                     N/A                         
GPU 3     0.114        N/A          100               15                N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2     0.000        0.000        0                 0                 0.000        N/A                         N/A                         9091533                     N/A                         
GPU 1     0.748        0.410        92                24                0.172        0                           0                           18944569                    N/A                         
GPU 0     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         3149312                     
GPU 3     N/A          0.062        53                15                0.032        0                           0                           10705631                    12116733                    
GPU 2     N/A          0.000        0                 0                 0.000        0                           0                           9091533                     8051312                     
GPU 1     N/A          N/A          92                24                N/A          N/A                         0                           N/A                         122254515                   
GPU 0     0.000        N/A          0                 0                 N/A          N/A                         0                           1637321                     N/A                         
GPU 3     0.000        N/A          53                15                N/A          N/A                         N/A                         N/A                         8577822                     
GPU 2     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1     0.733        0.426        92                24                0.189        0                           0                           N/A                         157441426                   
GPU 0     N/A          0.000        0                 0                 0.000        0                           0                           N/A                         1475674                     
GPU 3     N/A          0.000        53                15                0.000        0                           0                           9526281                     N/A                         
GPU 2     0.000        0.000        0                 0                 0.000        0                           0                           12814079                    11677599                    
GPU 1     N/A          N/A          90                21                N/A          N/A                         N/A                         15774581                    N/A                         
GPU 0     0.000        N/A          0                 0                 N/A          N/A                         N/A                         7017821                     N/A                         
GPU 3     0.000        N/A          0                 0                 N/A          N/A                         N/A                         N/A                         4556760                     
GPU 2     N/A          0.000        0                 0                 0.000        0                           0                           6055403                     5190346                     
GPU 1     0.733        0.412        90                21                0.164        0                           0                           N/A                         111582275                   
GPU 0     N/A          0.000        0                 0                 0.000        0                           0                           N/A                         6256601                     
GPU 3     N/A          0.000        0                 0                 0.000        0                           0                           5333599                     N/A                         
GPU 2     0.082        0.049        0                 0                 0.021        N/A                         N/A                         11255314                    N/A                         
GPU 1     N/A          N/A          90                21                N/A          N/A                         0                           21700117                    N/A                         
GPU 0     0.000        N/A          0                 0                 N/A          N/A                         0                           2475966                     N/A                         
GPU 3     0.522        N/A          0                 0                 N/A          N/A                         N/A                         N/A                         24409154                    
GPU 2     N/A          N/A          0                 0                 N/A          26029                       771405520                   N/A                         12213213                    
GPU 1     0.767        0.418        91                21                0.174        0                           N/A                         N/A                         125829459                   
GPU 0     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         2147574                     
#Entity   SMACT        SMOCC        GPUTL             MCUTL             DRAMA        NVLTX                       NVLRX                       PCITX                       PCIRX                       
ID                                                                                                                                                                                                   
GPU 3     N/A          0.294        0                 0                 0.142        772351936                   26061                       12212395                    N/A                         
GPU 2     0.363        0.201        33                9                 0.100        N/A                         N/A                         5097171                     N/A                         
GPU 1     N/A          N/A          91                23                N/A          N/A                         0                           17851861                    N/A                         
GPU 0     0.000        N/A          0                 0                 N/A          N/A                         0                           1126227                     N/A                         
GPU 3     0.777        N/A          88                24                N/A          N/A                         N/A                         N/A                         24086012                    
GPU 2     N/A          N/A          33                9                 N/A          0                           0                           N/A                         17684064                    
GPU 1     N/A          0.407        91                23                0.190        0                           N/A                         N/A                         148177217                   
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           1736552                     724748                      
GPU 3     N/A          0.433        88                24                0.215        0                           0                           6120386                     N/A                         
GPU 2     0.787        0.445        33                9                 0.215        N/A                         N/A                         9319926                     N/A                         
GPU 1     0.754        N/A          91                23                N/A          N/A                         0                           15860247                    N/A                         
GPU 0     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         1157701                     
GPU 3     0.776        N/A          88                24                N/A          0                           N/A                         N/A                         26331623                    
GPU 2     N/A          N/A          33                9                 N/A          0                           0                           N/A                         N/A                         
GPU 1     N/A          0.429        91                23                0.169        0                           N/A                         N/A                         N/A                         
GPU 0     0.000        N/A          0                 0                 N/A          N/A                         0                           3576576                     N/A                         
GPU 3     N/A          0.435        88                24                0.214        N/A                         0                           8543218                     N/A                         
GPU 2     0.796        0.450        100               27                0.215        N/A                         N/A                         5998489                     22420329                    
GPU 1     0.747        N/A          91                22                N/A          N/A                         0                           18700248                    118943368                   
GPU 0     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         2758030                     
GPU 3     0.794        N/A          100               27                N/A          0                           N/A                         N/A                         23769104                    
GPU 2     N/A          N/A          100               27                N/A          0                           0                           N/A                         N/A                         
GPU 1     N/A          0.413        91                22                0.169        0                           N/A                         N/A                         N/A                         
GPU 0     0.000        N/A          0                 0                 N/A          N/A                         0                           1178308                     N/A                         
GPU 3     N/A          0.449        100               27                0.217        0                           0                           5822598                     N/A                         
GPU 2     0.787        0.443        100               27                0.216        N/A                         N/A                         6228959                     N/A                         
GPU 1     0.742        N/A          91                22                N/A          N/A                         N/A                         19361133                    N/A                         
GPU 0     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         703856                      
GPU 3     0.769        N/A          100               27                N/A          N/A                         N/A                         N/A                         25223836                    
GPU 2     N/A          N/A          100               27                N/A          0                           0                           N/A                         22685268                    
GPU 1     N/A          0.418        91                22                0.194        0                           0                           N/A                         159620053                   
GPU 0     0.000        N/A          0                 0                 N/A          N/A                         0                           1001091                     N/A                         
GPU 3     N/A          0.427        100               21                0.208        0                           0                           6404031                     N/A                         
GPU 2     0.778        0.437        100               28                0.213        N/A                         N/A                         12208763                    N/A                         
GPU 1     0.731        N/A          91                23                N/A          N/A                         N/A                         18178702                    N/A                         
GPU 0     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         719534                      
GPU 3     0.497        N/A          100               21                N/A          N/A                         N/A                         N/A                         17804537                    
GPU 2     N/A          N/A          100               28                N/A          0                           340065694                   N/A                         29035376                    
GPU 1     N/A          0.409        91                23                0.165        0                           0                           N/A                         116508957                   
GPU 0     0.000        N/A          0                 0                 N/A          N/A                         0                           1381768                     N/A                         
GPU 3     N/A          0.268        100               21                0.126        341086228                   0                           6141290                     N/A                         
GPU 2     0.603        0.340        100               28                0.165        N/A                         N/A                         15023954                    N/A                         
GPU 1     0.751        N/A          91                23                N/A          N/A                         N/A                         37690060                    N/A                         
GPU 0     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         1167985                     
GPU 3     0.102        N/A          100               21                N/A          N/A                         N/A                         N/A                         1277299                     
GPU 2     N/A          0.340        100               28                N/A          0                           0                           15023954                    27548256                    
GPU 1     N/A          0.426        92                23                0.169        0                           0                           N/A                         137654275                   
GPU 0     0.000        N/A          0                 0                 N/A          N/A                         0                           1173134                     N/A                         
GPU 3     N/A          0.032        100               0                 0.000        0                           0                           1412849                     N/A                         
GPU 2     0.000        0.000        34                9                 0.000        N/A                         N/A                         11099970                    N/A                         
GPU 1     0.731        N/A          92                23                N/A          N/A                         N/A                         40916639                    N/A                         
GPU 0     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         1032358                     
GPU 3     0.103        N/A          100               0                 N/A          N/A                         N/A                         N/A                         1131369                     
GPU 2     N/A          N/A          34                9                 N/A          0                           0                           N/A                         10041589                    
GPU 1     N/A          0.414        92                23                0.192        0                           0                           N/A                         181982864                   
GPU 0     0.000        N/A          0                 0                 N/A          N/A                         0                           1167729                     N/A                         
#Entity   SMACT        SMOCC        GPUTL             MCUTL             DRAMA        NVLTX                       NVLRX                       PCITX                       PCIRX                       
ID                                                                                                                                                                                                   
GPU 3     N/A          0.032        100               0                 0.000        0                           0                           1251284                     N/A                         
GPU 2     0.030        0.017        34                9                 0.007        N/A                         N/A                         11487436                    N/A                         
GPU 1     0.752        N/A          92                23                N/A          N/A                         N/A                         38214991                    N/A                         
GPU 0     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         1068680                     
GPU 3     0.068        N/A          100               0                 N/A          N/A                         N/A                         N/A                         3549392                     
GPU 2     N/A          N/A          34                9                 N/A          771642222                   430341435                   N/A                         11221860                    
GPU 1     N/A          0.408        87                21                0.167        0                           0                           N/A                         140896649                   
GPU 0     0.000        N/A          0                 0                 N/A          N/A                         0                           1209649                     N/A                         
GPU 3     N/A          0.021        100               0                 0.000        430716929                   26060                       1673061                     N/A                         
GPU 2     0.792        0.447        56                15                0.216        N/A                         N/A                         6249945                     N/A                         
GPU 1     0.699        N/A          87                21                N/A          N/A                         N/A                         46570574                    N/A                         
GPU 0     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         985447                      
GPU 3     0.001        N/A          31                0                 N/A          N/A                         N/A                         N/A                         1171362483                  
GPU 2     N/A          N/A          56                15                N/A          0                           0                           N/A                         24817642                    
GPU 1     N/A          0.392        87                21                0.164        20792                       770241637                   N/A                         141972934                   
GPU 0     0.000        N/A          0                 0                 N/A          N/A                         0                           1189056                     N/A                         
GPU 3     N/A          0.000        31                0                 0.000        0                           0                           72373463                    N/A                         
GPU 2     0.772        0.428        56                15                0.213        N/A                         N/A                         5617606                     N/A                         
GPU 1     0.729        N/A          87                21                N/A          N/A                         N/A                         5759377                     N/A                         
GPU 0     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         761413                      
GPU 3     N/A          0.000        31                0                 N/A          N/A                         0                           72373463                    N/A                         
GPU 2     0.772        0.428        56                15                0.213        N/A                         N/A                         5617606                     23359881                    
GPU 1     0.729        N/A          87                27                N/A          N/A                         0                           5759377                     23957555                    
GPU 0     N/A          0.000        0                 0                 N/A          N/A                         N/A                         N/A                         761413                      
GPU 3     N/A          0.012        72                0                 0.000        10422                       0                           87832276                    N/A                         
GPU 2     0.772        0.428        56                27                0.213        N/A                         N/A                         5617606                     N/A                         
GPU 1     0.729        0.442        87                27                0.216        0                           0                           5759377                     22429390                    
GPU 0     N/A          0.000        0                 0                 0.000        0                           N/A                         N/A                         704059                      
GPU 3     0.036        0.032        72                0                 0.000        0                           0                           896725                      955524500                   
GPU 2     N/A          N/A          100               27                N/A          0                           0                           N/A                         23273575                    
GPU 1     0.787        N/A          100               27                N/A          N/A                         0                           5703444                     N/A                         
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           1173432                     1282607                     
GPU 3     0.103        0.032        72                0                 0.000        N/A                         0                           896725                      411868                      
GPU 2     0.775        0.434        100               27                0.212        0                           0                           5267724                     25581735                    
GPU 1     N/A          N/A          100               27                N/A          N/A                         N/A                         N/A                         22086448                    
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           1965621                     1282607                     
GPU 3     N/A          N/A          72                0                 N/A          0                           N/A                         N/A                         N/A                         
GPU 2     0.792        0.448        100               27                0.216        0                           0                           7455278                     N/A                         
GPU 1     0.774        0.434        100               28                0.212        0                           0                           5731687                     N/A                         
GPU 0     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     0.103        0.032        100               0                 0.000        N/A                         0                           3024586                     2497891                     
GPU 2     0.772        0.428        100               27                0.214        N/A                         N/A                         8767336                     28703519                    
GPU 1     N/A          N/A          100               28                N/A          N/A                         0                           N/A                         26151328                    
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           3159231                     2554494                     
GPU 3     N/A          N/A          100               0                 N/A          0                           N/A                         N/A                         N/A                         
GPU 2     N/A          N/A          100               27                N/A          0                           0                           N/A                         N/A                         
GPU 1     0.793        0.448        100               28                0.216        0                           N/A                         9573904                     N/A                         
GPU 0     N/A          N/A          0                 0                 N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3     0.103        0.032        100               0                 0.000        0                           0                           3024386                     2800164                     
GPU 2     0.243        0.116        100               27                0.046        N/A                         N/A                         2406620                     6610392                     
GPU 1     N/A          N/A          100               28                N/A          N/A                         340726928                   N/A                         30401902                    
GPU 0     0.000        0.000        0                 0                 0.000        0                           0                           8195839                     7455503                     
GPU 3     N/A          0.032        100               0                 0.000        0                           0                           2140299                     1877274                     
GPU 2     N/A          0.116        100               27                0.046        341385858                   0                           2406620                     6610392                     
GPU 1     0.208        0.453        60                16                0.217        0                           340726928                   14591691                    30401902                    
GPU 0     N/A          N/A          0                 0                 N/A          N/A                         0                           10521939                    N/A                         
