global_step,eval_loss,eval_accuracy
550,2.6094586849212646,0.5708614174836601
560,2.613016366958618,0.5683338439542484
570,2.6269476413726807,0.5616064133986928
580,2.611085891723633,0.5696231617647058
590,2.6225976943969727,0.5661126429738562
600,2.6266915798187256,0.562780841503268
610,2.6184864044189453,0.5657169117647058
620,2.5965938568115234,0.5763250612745098
630,2.602130889892578,0.5739762050653595
640,2.4965717792510986,0.6132429534313726
650,2.4859111309051514,0.6184129901960784
660,2.4378862380981445,0.6324295343137255
670,2.431267738342285,0.6321486928104575
680,2.413369655609131,0.6431908700980392
690,2.392946720123291,0.648297079248366
700,2.3841006755828857,0.6540926266339869
710,2.3819329738616943,0.6509778390522876
720,2.3723464012145996,0.6573223039215687
730,2.3797106742858887,0.6549989787581699
740,2.365297794342041,0.6583818423202614
750,2.362571954727173,0.6570414624183006
760,2.3616249561309814,0.6610243055555556
770,2.359168767929077,0.6622370302287581
780,2.3541836738586426,0.6632838031045751
790,2.3488223552703857,0.6656326593137255
800,2.3722198009490967,0.6572840073529411
810,2.389028549194336,0.6507480596405228
820,2.3625922203063965,0.6600796568627451
830,2.3687334060668945,0.6576797385620915
840,2.3704781532287598,0.6570669934640523
850,2.3691065311431885,0.6562755310457516
860,2.3661770820617676,0.6600924223856209
870,2.3675687313079834,0.6585350285947712
880,2.367765426635742,0.6575520833333334
890,2.374985694885254,0.6528288398692811
900,2.3730852603912354,0.6551138684640523
910,2.3611338138580322,0.6610370710784313
920,2.363313674926758,0.6610881331699346
930,2.3661997318267822,0.6562117034313726
940,2.3569109439849854,0.6624029820261438
950,2.353412628173828,0.6649943831699346
960,2.367372512817383,0.6587265114379085
970,2.3640949726104736,0.6617774714052288
980,2.362297534942627,0.6620838439542484
990,2.3655242919921875,0.6587775735294118
1000,2.3705437183380127,0.6577563316993464
1010,2.3693320751190186,0.6584584354575164
1020,2.366502285003662,0.6602711397058824
1030,2.363544225692749,0.6612540849673203
1040,2.3604636192321777,0.663156147875817
1050,2.3610780239105225,0.6621604370915033
1060,2.3549277782440186,0.6658879697712419
1070,2.3570332527160645,0.6654667075163399
1080,2.353930950164795,0.6667687908496732
1090,2.3547861576080322,0.665875204248366
1100,2.3577466011047363,0.6641518586601307
1110,2.3579018115997314,0.6638327205882353
1120,2.3703598976135254,0.6585350285947712
1130,2.370441436767578,0.6587137459150327
1140,2.372607707977295,0.6576159109477124
1150,2.3793745040893555,0.6551138684640523
1160,2.381338596343994,0.6533011642156863
1170,2.3816611766815186,0.653109681372549
1180,2.380636692047119,0.6540032679738562
1190,2.372098445892334,0.6580116421568627
1200,2.3820407390594482,0.6537351919934641
1210,2.3876688480377197,0.6506076388888888
1220,2.3802640438079834,0.6539522058823529
1230,2.3897433280944824,0.6487311070261438
1240,2.388795852661133,0.6488715277777778
1250,2.3748867511749268,0.6567350898692811
1260,2.3773670196533203,0.6552670547385621
1270,2.3464369773864746,0.6690793504901961
1280,2.35821270942688,0.663296568627451
1290,2.3528494834899902,0.6651220383986928
1300,2.3434267044067383,0.6665262459150327
1310,2.3365728855133057,0.6704835580065359
1320,2.326552629470825,0.6752833946078431
1330,2.325855016708374,0.6738025939542484
1340,2.3289949893951416,0.6714282066993464
1350,2.322148323059082,0.6758706086601307
1360,2.3222029209136963,0.6776067197712419
1370,2.321287155151367,0.6769173815359477
1380,2.321403741836548,0.674951491013072
1390,2.3174471855163574,0.6767131331699346
1400,2.3145992755889893,0.6799300449346405
1410,2.3152363300323486,0.6791130514705882
1420,2.314276933670044,0.6783471200980392
1430,2.312347412109375,0.6799811070261438
1440,2.320321798324585,0.6774024714052288
1450,2.3232128620147705,0.6759344362745098
1460,2.3212730884552,0.6782322303921569
1470,2.3208413124084473,0.6778492647058824
1480,2.3200409412384033,0.6775556576797386
1490,2.323007822036743,0.6763174019607843
1500,2.3252360820770264,0.6751302083333334
1510,2.323575973510742,0.6760876225490197
1520,2.324211359024048,0.6747089460784313
1530,2.324448823928833,0.6745557598039216
1540,2.3236773014068604,0.6752706290849673
1550,2.324179172515869,0.6752323325163399
1560,2.3249502182006836,0.6740068423202614
1570,2.3245391845703125,0.6726281658496732
1580,2.3207805156707764,0.6751812704248366
1590,2.3197431564331055,0.6766748366013072
1600,2.324936866760254,0.6747217116013072
1610,2.328467845916748,0.6738408905228758
1620,2.328195333480835,0.6735728145424836
1630,2.329969644546509,0.6725132761437909
1640,2.3298163414001465,0.672015420751634
1650,2.330742359161377,0.6715430964052288
1660,2.3314008712768555,0.6710580065359477
1670,2.330803155899048,0.6718239379084967
1680,2.3286943435668945,0.6734323937908496
1690,2.3265140056610107,0.6740706699346405
1700,2.326375961303711,0.6735217524509803
1710,2.3250012397766113,0.6742749183006536
1720,2.324047327041626,0.674734477124183
1730,2.324477434158325,0.674453635620915
1740,2.3246161937713623,0.6751046772875817
1750,2.325540781021118,0.6747089460784313
1760,2.3269128799438477,0.6746195874183006
1770,2.3278510570526123,0.6745429942810458
1780,2.328511953353882,0.6748238357843137
1790,2.3292059898376465,0.6747727736928104
1800,2.329373836517334,0.6743898080065359
1810,2.3294718265533447,0.6745174632352942
1820,2.328763246536255,0.6747983047385621
1830,2.3282887935638428,0.6751174428104575
1840,2.328198194503784,0.6749642565359477
1850,2.3280839920043945,0.6747600081699346
1860,2.3281633853912354,0.6748238357843137
1870,2.328254461288452,0.6749004289215687
1880,2.3282339572906494,0.6748493668300654
1890,2.3282904624938965,0.6748238357843137
