global_step,eval_loss,eval_accuracy
10,3.374452590942383,0.22023080065359477
20,3.2503998279571533,0.29984936683006536
30,3.083742141723633,0.3140573937908497
40,2.924717664718628,0.43534262663398693
50,2.836002826690674,0.4814516952614379
60,2.7485616207122803,0.5081699346405228
70,2.6836986541748047,0.5307649101307189
80,2.6365966796875,0.5540109272875817
90,2.602839946746826,0.5704018586601307
100,2.5519604682922363,0.5935968137254902
110,2.54386043548584,0.5913756127450981
120,2.505955219268799,0.6040900735294118
130,2.482940673828125,0.6160130718954249
140,2.4671339988708496,0.6238511029411765
150,2.4635610580444336,0.6206980187908496
160,2.4559133052825928,0.6175832312091504
170,2.5221898555755615,0.5894990808823529
180,2.5450944900512695,0.5873289419934641
190,2.5157041549682617,0.6019327001633987
200,2.540292978286743,0.5941329656862745
210,2.5180611610412598,0.6021497140522876
220,2.523242235183716,0.600936989379085
230,2.4991893768310547,0.608545241013072
240,2.512559175491333,0.602468852124183
250,2.505743980407715,0.6014986723856209
260,2.5080573558807373,0.6019327001633987
270,2.5009820461273193,0.6071282679738562
280,2.4882569313049316,0.6131280637254902
290,2.5184028148651123,0.5945414624183006
300,2.4611752033233643,0.6232511233660131
310,2.4823081493377686,0.6144812091503268
320,2.4820680618286133,0.6161151960784313
330,2.522671699523926,0.6010008169934641
340,2.5391974449157715,0.5994817197712419
350,2.5403313636779785,0.5993668300653595
360,2.5539956092834473,0.5952946282679739
370,2.54819393157959,0.5997370302287581
380,2.5444393157958984,0.6019199346405228
390,2.5324220657348633,0.6070772058823529
400,2.5468389987945557,0.600439133986928
410,2.528726100921631,0.6066048815359477
420,2.533770799636841,0.6088260825163399
430,2.5076496601104736,0.6151577818627451
440,2.524479627609253,0.6054815155228758
450,2.514432191848755,0.6097069035947712
460,2.516572952270508,0.6091196895424836
470,2.5285418033599854,0.6026731004901961
480,2.5142760276794434,0.6073325163398693
490,2.5463104248046875,0.5944393382352942
500,2.5802667140960693,0.580907883986928
510,2.594365358352661,0.5747549019607843
520,2.610574245452881,0.5669934640522876
530,2.627659559249878,0.5597298815359477
540,2.62300181388855,0.5612745098039216
